head,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"ROWID:9c0bbd4d-6e07-433e-b144-a8d5b66bd121",0.5398406106360024,0.42371956158207236,0.04630877319048468,-0.18979108721522775,-0.433633963548618,-0.31530800814174265,-0.33110107078354184,0.016489425246073837,0.0162070465501067,-0.053274256837996636,0.17497552180835418,0.09162891196983666,-0.22375235027336776,-0.0007446332392116511,0.02080985078296343,0.029179549885893784,-0.006931387081794294
"ROWID:422a32db-be0d-4e4c-a73e-1163bacac857",0.5351870865396098,0.4138843787152023,0.14235189989470298,-0.13482674976040154,-0.42551632173999476,-0.31937423755747507,-0.37292399135501,0.08648959668918038,-0.16596479930778643,-0.04450552162550619,0.0823498451135542,0.13773354905016646,-0.13251605894743473,-0.009136857981928372,0.02048986124443025,0.028640351430636604,-0.0073630476561083145
"ROWID:61d6be4f-09d1-4347-b224-e6ae9df9d7e0",0.5259866361269276,0.40533190162209765,0.13735560016268028,-0.18132192096687808,-0.4904249629391683,-0.27766441260357094,-0.36543135099357854,0.04402173099800537,-0.12344004352618701,-0.015032625737364294,0.05502569895015181,0.12841222237425126,-0.13385239357043166,-0.008651517601292241,0.019963451389323962,0.028066690781919888,-0.007015105714550631
"ROWID:79fe38b8-aacd-4702-ac00-989e74e5edbb",0.5723912744202387,0.45141592588723306,0.08735889073330437,-0.16233822251091548,-0.4482202907154213,-0.17563488838867833,-0.401351057805896,0.02003321175303399,-0.016583684769817912,-0.0029409756925589245,0.06422490533040337,0.10195677920679677,-0.15827247674833822,-0.0009622615790972392,0.022258829054916333,0.031110035112624716,-0.007449061210667616
"ROWID:2e9ff9b6-cb94-4937-958b-01a8790fc02c",0.5277390550815932,0.49267912086364796,0.10072891475263902,-0.2469570021995846,-0.3491483873981599,-0.21543825621333992,-0.4120863987101395,0.05169919056338215,-0.08441918207708733,-0.03290287672926517,0.09470006888054962,0.1627121487035978,-0.11437364893752798,-0.09619920731954992,0.004079452190963595,0.027672520162963597,-0.0069195440809189795
"ROWID:62d87274-d9de-437c-a6f9-cd80cfc9e85f",0.5413653982166221,0.4883072825405091,0.0849763123441697,-0.2534713590574987,-0.33248438134059066,-0.24002794136233485,-0.38264433404307785,0.06385016086378317,-0.08639959310341364,0.010545848209686204,0.13038297822106182,0.16001763678330544,-0.13415287201429726,-0.09381799326830734,-0.022891943695975955,0.02830089238537224,-0.007261804248615643
"ROWID:177ee1c3-7170-4583-a99b-c87468b87755",0.5609347648280311,0.39194814383104415,0.010552340897727873,-0.13690163792637136,-0.41906026268878693,-0.31849852243001014,-0.3717381085375843,-0.018023844472089705,-0.07409351489261058,-0.03777136323462565,0.22954889230570913,0.13082800202302475,-0.13795894878187998,-0.0018156471247580512,0.02271536556147778,0.031245559060915407,-0.007423820233816709
"ROWID:831a8186-6d69-499c-87a8-a5032dcd68e8",0.5598672877368088,0.38999385439956996,0.009541809858982609,-0.16002824016641518,-0.421905510983412,-0.3186627666532296,-0.3556115022975345,0.02192970330160611,-0.08442773713913354,-0.06378955778172954,0.2318315386102549,0.1307778490922926,-0.13594146024348155,-0.0012959355797082705,0.026451177237229694,0.031295044005505604,-0.0074829912103829685
"ROWID:0698271d-864f-451f-94bf-ae50be85d160",0.5678733232798879,0.40156469698668285,0.012554061874934495,-0.18216181021176828,-0.41555676908125483,-0.31838903180606865,-0.31926883436405196,0.06650545265092164,-0.07358835070029457,-0.06777156557531687,0.23275343139561627,0.12999957692476583,-0.13715238447140793,-0.001289052731030019,0.039838379912315924,0.031222969333669415,-0.0073414373363422545
"ROWID:1f7c84cb-b06f-43e2-bcbf-1ad24135c4ed",0.5550642208133008,0.43096515000409213,0.040879725465540785,-0.18566380066729002,-0.37419992562159693,-0.24356259722258772,-0.4399755397934752,0.12784791287005057,0.012085556299973524,-0.0330213635026708,0.09411736018647661,0.14634862241993496,-0.13734276108678475,-0.09497854537529185,0.021014980371315262,0.02952526978886118,-0.006990488373832611
"ROWID:1a910784-d000-4aed-8bbe-c4c24de1cd82",0.5452829508513501,0.42240559414059053,0.050663664244203745,-0.13298709233524372,-0.4256908173298947,-0.23971276861332838,-0.4315719304750197,0.12522932396482755,0.011727622482681168,-0.03205696079727445,0.0678130999118985,0.14366875358653744,-0.16418240662418304,-0.09332059054090482,0.020591205402715782,0.028925420438496656,-0.006801448709350645
"ROWID:c3992072-454b-4820-a8dd-c5182def959f",0.5201851975768417,0.4400640833184445,0.15101684511657718,-0.15040647589561448,-0.4387740387000709,-0.2138382435778561,-0.4037497552604047,0.07488638458644292,-0.129690589078289,-0.03177587202460559,0.13238709857062947,0.11931684449796907,-0.18074497282480897,-0.0010341307707366707,0.019769817000355003,0.027523854323470865,-0.006406975542263696
"ROWID:8bce8002-2f3a-458f-8780-6fc7ee5cebac",0.5289352980929053,0.4325135772868489,0.14117963136749395,-0.26632746882449804,-0.3993627657925228,-0.3011856571839354,-0.3544067532856888,0.10915893774035884,-0.08016138855997859,-0.05555903855855349,0.1039928635187427,0.10279250217251062,-0.14547072764243119,-0.001145236815562687,0.04132585717807992,0.027606265919117023,-0.00691100337776478
"ROWID:d6b53dcb-ece2-489d-b358-518b8302f34f",0.5267065295434878,0.4218052599716468,0.13998674727499597,-0.2796681588248711,-0.4269566628521832,-0.2406228736113673,-0.356770224957487,0.10531653649199092,-0.08903067455514234,-0.08568340965134325,0.13139503773938577,0.10552283161687342,-0.15306047355855917,-0.0010354625165692407,0.01959759874738025,0.027436183523691596,-0.006988416260214161
