head,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
"PA:10001",-0.2589614902371727,0.06241848299598602,0.03214287924061489,0.012608940162474356,-0.3697839066981343,0.3508599966916267,-0.11110854957793005,-0.37670509647087375,-0.022535539359315925,0.3608563665117486,0.0010338847767604985,0.2987117814480153,-0.1521230567258689,0.5007528778113592,-0.13730349213420068,0.03246431907215762
"PA:10002",-0.3178422218956063,0.059050148697471855,0.014064870457470053,-0.0016524320455684409,-0.3361734059157255,0.33157075626406496,-0.09021076133396978,-0.3568575174503255,-0.02166347826944068,0.37467007863822516,0.0010759555821413525,0.2871194455644736,-0.16173219151835036,0.5186702879200195,-0.13203652291558293,0.030924679200949646
"PA:10003",-0.27927666408569957,0.06849601962050048,0.044642445110557365,0.0062867651879886305,-0.30891263393368273,0.2029713386734199,-0.13716573025558618,-0.3790855986096285,-0.024545824125716507,0.29418138105852204,0.0014940604412646019,0.323631302609118,-0.245395512293339,0.5833511568054071,-0.149588083914103,0.03683614226874028
"PA:10004",-0.29398114099602307,0.057860537012552324,0.01135642132574295,0.04133783195865954,-0.353899632743245,0.31254116521947894,-0.09262941015627825,-0.3328400207162028,-0.02097989695807874,0.2460564491521819,0.001235799992832657,0.33136230277810247,-0.13596997913273548,0.5996816785861332,-0.12767196209153914,0.030121908949903395
"PA:10005",-0.2627908320807975,0.06290289767346438,0.042933622587194034,0.026419495340043536,-0.29903750745764585,0.28218744157476794,-0.1176229835511622,-0.38701654136589625,-0.023505457651200205,0.3539311721226361,0.002340027636438944,0.31054677095177297,-0.16686855724855726,0.5655349001573527,-0.14351649001899705,0.035162342609769005
"PA:10006",-0.3271517148693144,0.06555746641210723,0.03067570552250965,0.04469925023564063,-0.308041207234957,0.24661737184180685,-0.13075955654798713,-0.3716298697809371,-0.023588261474422487,0.2246368151324974,0.0012668251947718693,0.3125303872574315,-0.3139874929486215,0.5529380670838636,-0.14362590721973753,0.034155693564961266
"PA:10007",-0.32922092207786935,0.06557826029787145,0.032388110456309946,0.05791958740919296,-0.3274091914007172,0.24706736702142415,-0.1306081000209052,-0.2894001381192539,-0.02358358842676039,0.2939439060030763,0.0013767160010267978,0.31172544771469646,-0.3187222337696268,0.553503052762587,-0.14352520194783883,0.03430158615517465
"PA:10008",-0.25695770911418947,0.06185012786515934,0.037226953830919805,0.05703475484226585,-0.3830608011766328,0.33062851193333376,-0.12032281826776418,-0.35454430368599904,-0.022518493295572192,0.3197096947921984,0.0016433980426522157,0.2982774945631351,-0.16580895096649761,0.5386475007171504,-0.1375147060138146,0.032262753463748926
"PA:10009",-0.25311889850897146,0.06151522898155789,0.026908868849770895,0.04418617812849687,-0.3721442544937143,0.34842767117923573,-0.1010617189579232,-0.4105321241263819,-0.02288044289887768,0.24061892619695102,0.0032718407138029306,0.29546984196809983,-0.1964371947369578,0.5336771033469111,-0.14273496421453502,0.036341480406334115
"PA:10010",-0.2552870885893363,0.06171608153509645,0.022897361478810607,0.05353843374282151,-0.4474163504367721,0.3401393419125455,-0.09086657108246045,-0.34690425557580407,-0.022373424410587435,0.3345222522369868,0.0009688648501468083,0.29736445493945163,-0.17826654661134197,0.4805202106692766,-0.1365524233870226,0.03156028897389098
"PA:10011",-0.31502497750714037,0.06394255692854284,0.02615793380573688,0.004154705240431779,-0.29109837483094325,0.20928717331928642,-0.11793476012840023,-0.34918109317895807,-0.02214521071681908,0.24509604906844015,0.0012696450806580514,0.3457771263278193,-0.20852153550409375,0.6235286915160678,-0.1348203438811073,0.03196848298410346
"PA:10012",-0.2560907317182835,0.11119546983007807,0.026510725856766837,0.06719151870789684,-0.30318968731531004,0.24699553654731546,-0.21161114129271352,-0.33271332211219035,-0.02227700378794537,0.34010261100255335,0.0013792163330635168,0.29394078550895103,-0.351899771309544,0.512701321739529,-0.135837296844259,-0.026652773585309604
"PA:10013",-0.27738763151256013,0.06750317165060557,0.05826900304849741,-0.04334610504166291,-0.3335196732051862,0.22408982488128848,-0.15841553388244967,-0.3825198160440097,-0.024330992026841556,0.2479790208805411,0.002021153885667998,0.3214807118859417,-0.21519879713107623,0.5876616395147412,-0.14835688486956072,0.03536571519095659
"PA:10014",-0.26486572084485094,0.06453506419580839,0.03221889721640308,0.027446235793084257,-0.30265361349252057,0.2762349000283864,-0.11533139504721186,-0.3801202637897434,-0.023406473299100613,0.3679131462573163,0.0014562105403243,0.3091937658651615,-0.1690969333601154,0.5625851975648463,-0.1427301307546801,0.034838594062323765
"PA:10015",-0.26783772496092806,0.06523852811884553,0.010572080392951051,0.07170215958604043,-0.29678341228675564,0.2388630417849228,-0.1147475704224524,-0.4071880966288008,-0.023362463373423233,0.33358607173477595,0.001444893661467546,0.30663817415584227,-0.26910116688246555,0.5418620482404067,-0.14272740958884955,-0.0489209685490236
"PA:10016",-0.3078136649284993,0.055566641777155465,0.043023252079862635,-0.030364350456185036,-0.39289801792640366,0.19875588230550215,-0.20085699324612524,-0.38840086319004247,-0.021914282561034823,0.32744792053360056,0.0014400555468623716,0.28915489949203743,-0.24586560974853014,0.4942087066429994,-0.1339111699539216,-0.019473961671910064
"PA:10017",-0.28542349999928573,0.06979272976638203,0.03472602013833132,0.03955728810137841,-0.3031896160664474,0.22504077575726134,-0.1229520269788786,-0.3851594069806555,-0.024924759933974916,0.2810892134648078,0.0015817923037540079,0.32798845549188443,-0.2120019509160042,0.5901424621061896,-0.15185039626769117,0.037103194323394255
"PA:10018",-0.2630191811161443,0.06436758217167837,0.020725072370231867,0.009235084710478795,-0.3083654440178333,0.24037986792398494,-0.12434601747637676,-0.4044278425873849,-0.022864594989593957,0.4596898174538951,0.0011856961461606658,0.30438451128078936,-0.2846385011327821,0.43473553936145065,-0.13874283074507926,0.022690885271815477
"PA:10019",-0.26880764698783427,0.06511089027879945,0.05230915186363356,0.038279998955755346,-0.3143469452669048,0.3018627040878694,-0.13907181469163374,-0.3519813521959054,-0.023861691112461215,0.3563875606832526,0.00233718815075917,0.3134295159325853,-0.16862984376880605,0.5562425269669237,-0.14570657031808226,0.03517533052399735
"PA:10020",-0.2629998702530706,0.06414090254569867,0.04586822231936759,0.001724284309105478,-0.30033785635656207,0.2282170493079783,-0.1353833128519875,-0.3668232382290262,-0.023001568887645107,0.40908975118984503,0.0011169578679879144,0.3052151759007325,-0.12291582867529197,0.5767322756211911,-0.14005887945467527,0.03241003767328419
"PA:10021",-0.2650398280012854,0.06459753492062817,0.037751165629071555,-0.0028814435919469303,-0.3029347674822967,0.2146545144985754,-0.11841269901476459,-0.3862136545649941,-0.0233437885120268,0.39368431101011475,0.0010839001965498233,0.3094005033698948,-0.16155782629237142,0.5695882071152002,-0.1421360671512811,0.03350481455070108
"PA:10022",-0.26838424830271934,0.06498027765246721,0.047833110569890674,0.06036168082342074,-0.3218374323012052,0.2716711578648652,-0.14220479427855048,-0.4171185641771755,-0.023728081132258924,0.22975470617561783,0.0018104994114141995,0.31406915215504866,-0.23640740439357932,0.5623541459463919,-0.14449929845369566,0.03489438638636941
"PA:10023",-0.27221552162305795,0.06635056931769383,0.06022751262643244,0.003719695953434235,-0.29524609473940006,0.22303726671941118,-0.15468473028828603,-0.41013779535054734,-0.02373044613451429,0.38638331773205176,0.001051629779600617,0.31442315611361865,-0.17814151921763952,0.5349413838716853,-0.14486114760225402,0.03462946875529428
