head,0,1,2,3,4,5,6,7
"PA:10001",0.2368927662396595,0.08845214357344715,-0.7062284469567898,-0.48163916231239184,-0.04364555509154409,-0.37725374729255207,-0.0009467023302984787,0.24717789760773257
"PA:10002",0.22738696875278805,0.08186453155189663,-0.755201584879549,-0.411595222613156,-0.08619727865421074,-0.3597258464589136,-0.05294757817007095,0.24943376343350424
"PA:10003",0.25491007475682903,0.08594387912778102,-0.7014226813797124,-0.45464903494888115,-0.15173327945788614,-0.35585091290480425,-0.1398891323938583,0.24436274434117117
"PA:10004",0.21990763785458253,0.05751488906372928,-0.6877169977953692,-0.5273062659494052,-0.07219640410750618,-0.3357977031789497,-0.15675870452592605,0.23405211281264876
"PA:10005",0.23553943058726995,0.03469628746762622,-0.7109778892547045,-0.4978071168784706,-0.11781561908771206,-0.3298705699217655,-0.06688666449405793,0.2506928813548288
"PA:10006",0.2545474551494122,0.04201251157048872,-0.7192940380436257,-0.4508227767821037,-0.051275748183272754,-0.3625052086328101,-0.13596966263940968,0.2455371151616797
"PA:10007",0.24580607441293262,0.03218163011993178,-0.6867558867456888,-0.4678025576510065,0.011061991700797998,-0.422514834210819,-0.11311735411327427,0.2379792994142032
"PA:10008",0.24334947957375944,0.036505144831049725,-0.6683007990385992,-0.5539697023291743,-0.055275641656715536,-0.343576378134266,-0.07704855486863872,0.24270025158201428
"PA:10009",0.2244055410975357,0.03877236464297425,-0.6881316822194579,-0.5404467760385011,-0.052738149678345066,-0.3087482980948442,-0.12857914383344696,0.2605599869957462
"PA:10010",0.21358360621606456,0.05247533394531016,-0.6576137845577021,-0.5564577696740161,-0.02929483433406339,-0.3931721689108828,0.0018274998193459635,0.23255399788403397
"PA:10011",0.2522908485068492,0.069537582204037,-0.6891371992493137,-0.4881025914104484,-0.12891664421214924,-0.34373524843918424,-0.16932353328450447,0.23434110222431992
"PA:10012",0.26275437803612045,0.25303022364155114,-0.6521296295755618,-0.4076705721453649,-0.13159825195503302,-0.4528203488675557,-0.010876556986668383,0.23018433010313766
"PA:10013",0.3084482194012198,0.03963131660809949,-0.6601955910319134,-0.5034956740522452,-0.1373542445741328,-0.3411835217179544,-0.14601647480663751,0.23943631214890784
"PA:10014",0.23716304265397228,0.07626455948030715,-0.7202235958863573,-0.4734424744285712,-0.12298213409218194,-0.33600768354037314,-0.06315409498842083,0.25110435098584016
"PA:10015",0.23225706391945847,0.04703223413974966,-0.6814188502822591,-0.5108211588196307,-0.20512450588327769,-0.33913925364370046,0.05416440169449204,0.24196991694572897
