head,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
"Company:10429",0.001639655302918295,0.047837584715586474,0.03469294740640365,-0.0019139535581991524,0.06597404987359859,0.03904680432177724,0.020470012443440957,0.0011551758354981724,-0.002250737181101633,-0.004046355266690851,-0.09556733943845344,-0.003110542451090439,-0.4111535430708438,-0.8612884643989313,-0.06888707835160693,-0.2524805579268751,-0.025184127846396634,0.00669686502693591,-0.0031489050416678784,0.01426287605609554,0.014674829150030481,-0.02250512194840963,-0.008074265479603444,-0.0018471111234128466,0.00010818631011150026
"Company:15145",0.0016770878349288956,0.03744929184594411,0.03136053026562236,-0.014343787555297246,0.06471707902905113,0.04553631162885563,0.025362999800242734,0.004634378557494107,-0.003753124480941348,-0.004023249204122817,-0.10262999491379318,-0.0028341984466440312,-0.4150247670838594,-0.8577943643746087,-0.07618768350057051,-0.2542632164437091,-0.02557968185781475,0.005592201413651224,-0.0023352993556505016,0.00850132565598772,0.014798819982064853,-0.018706544943212156,-0.007775319136027559,-0.00196790600813866,0.00011065612021122302
"Company:13998",0.001683368446398527,0.03720539078462102,0.03127951494856327,-0.01120161293874157,0.06732975322915048,0.03783683454629614,0.02694529052207883,0.0061063987409325044,-0.004387665650610008,-0.0037469715143000413,-0.09833102365524321,-0.0028605827103901946,-0.37767491914164,-0.8787982079018442,-0.012041943194867021,-0.25398812507757074,-0.02585932882046366,0.005698097205134354,-0.002330705734539932,0.009838301035475202,0.01578051518945079,-0.01937244244094169,-0.007648977399300176,-0.002115219311737065,0.00011107054447457862
"Company:12736",0.0016238298402620592,0.03932498299252215,0.02822361046042938,-0.01287851936303311,0.06151362187513687,0.044721449275656966,0.02535431494121042,0.0045278826919014315,-0.00397229089474821,-0.00396195364874492,-0.09827888984159172,-0.003044061083141536,-0.4030087395704424,-0.869660443016966,-0.0024312345232412056,-0.24740174983667038,-0.025076974727461166,0.005177378336345393,-0.0032665792942450306,0.013018520511365572,0.01322428718554426,-0.018116928381873326,-0.0077068055283975425,-0.0021284972130595175,0.00010714212548689901
"Company:15851",0.0016672990232112648,0.07890321299245681,0.012091662633662868,-0.003808664161018725,0.057790955424283384,0.05489804952697592,0.025407260270129003,0.004837884801879745,-0.003739467810194655,-0.0037405248552628938,-0.09738450309152054,-0.0034922658122320837,-0.40085590114444214,-0.8685293805438421,-0.02036968060106871,-0.24563302170389434,-0.026403296263525864,0.00023264871672848487,0.002043494154781641,0.02049073014378453,0.010403046100989547,-0.0014110206769032071,-0.007091560685567438,-0.0018323867236439125,0.00011001025027597224
"Company:10550",0.0016783779168613744,0.038468053247443734,0.028112568179288953,-0.011063781481906886,0.0829804013696875,0.04137619909149907,0.027480058049114187,0.005654800170331059,-0.004514956800618885,-0.0038461668295804415,-0.10045587068193933,-0.0032834034801351177,-0.3762141727931664,-0.8777719542586949,-0.00962215895137252,-0.25430223407410685,-0.026342941638677998,0.004972495434522338,-0.0027217576681512817,0.007496647039101339,0.01430661691354869,-0.01621498572195128,-0.006841446649369663,-0.0016834690060197805,0.00011074125521985881
"Company:15799",0.0017214687779271236,0.04209547402581504,0.03131510201211701,-0.0003949011427248704,0.0787430949142178,0.05828781983682758,0.05713001480033573,0.005357096690776908,-0.0062463569476000486,-0.0034919062496924064,-0.10255607487614843,-0.003447149880280094,-0.3746845718605489,-0.874689073055934,-0.01964723742074573,-0.2579664529053988,-0.026617575107337782,0.005425400192409043,-0.0022489501617819446,0.003936109470745432,0.016828505124970843,-0.016897646217255206,-0.006309998405344325,-0.0019093504997278953,0.00011358446863651779
"Company:12672",0.0016571113416754871,0.045222726858433676,0.027458620984444147,-0.004863386434140422,0.06698727709054544,0.03534361567335758,0.02444067337440174,0.006904918913637296,-0.003540107330020854,-0.0036902672532390457,-0.09534884032461417,-0.003166931300549762,-0.38520234082152555,-0.8766674280523142,-0.00559430705129713,-0.2512853807540235,-0.02547086390561401,0.005392538336830507,-0.005462258165117088,0.017595374651398234,0.013206311426941363,-0.017757372510201385,-0.007299112815255299,-0.0017026499462024182,0.00010933803013380161
"Company:12034",0.0017881304149782817,0.04140661287937479,0.030833409676425148,-0.017755879851763395,0.08476519422226787,0.04536373458594537,0.028358099277968916,0.007893837541283737,-0.004883011399026463,-0.003979400934782251,-0.08803866075019737,-0.0035808613776990373,-0.3738267963321631,-0.8745545105647957,-0.015071490989184507,-0.2694847592503004,-0.02722820386661636,0.005816636669961656,-0.003646944039337403,0.013224896113880625,0.015903332107212023,-0.019343743783459304,-0.008207828055304367,-0.002092763945350977,0.00011798282455819972
"Company:10405",0.0017526265012576126,0.04028552762519342,0.03042779743913182,-0.020021216687639773,0.06888806636669333,0.047231697736073955,0.02656155884661987,0.0005516426646410956,-0.0040428601551161176,-0.0038969999131986126,-0.10508956061434079,-0.003494748898990627,-0.4289649166945263,-0.8548603201313975,-0.07573387634270992,-0.2372300878403602,-0.02691767190340927,0.005298402890975431,-0.003380805828434487,0.010117694905980827,0.014326666689159382,-0.018374695934706108,-0.007327086306099546,-0.0019259143627510201,0.00011564029106454054
"Company:10961",0.001641111738497054,0.04999253760768061,0.02955172483660653,-0.0036854123048368466,0.062286649136533485,0.0435207264646341,0.021683830025933767,0.0022230458531491077,-0.0023728797330366874,-0.003593584263407043,-0.09754787825733101,-0.0030467122114316075,-0.4120917657199661,-0.8607451803531389,-0.07094961763783657,-0.2523604765127025,-0.025847965153741187,0.005088242079909531,-0.00458371317680295,0.015068660397457153,0.011321877231101073,-0.01663260484429828,-0.0068820802989925925,-0.0017627302929696031,0.00010828249538089843
"Company:10801",0.0015030167197440756,0.04012746165439962,0.02292002923701236,-0.008681975827259056,0.048409135145508854,0.038298533703518794,0.013625613164478516,0.005065828041875884,-0.00012561805474506528,-0.004307094400401226,-0.09486016222010178,-0.0024585239338582978,-0.4055681470408024,-0.8703861735915631,-0.031055551658124698,-0.24623637319473043,-0.02466617226297353,0.004035333339628159,-0.0062727238641525455,0.014636493090674881,0.006624337167244408,-0.011637969978726638,-0.005374674944447025,-0.0011440269891920876,9.917069308163249e-05
"Company:14072",0.0017192028901601589,0.039598224053257886,0.03209645880113914,-0.014087299999287926,0.06728105029188235,0.044187464467272,0.025994415361392655,0.0022550004401948984,-0.003773439585003104,-0.003841998429401054,-0.10275971131157946,-0.0029212172340060843,-0.42140423646685105,-0.8524810285084812,-0.08021350443326995,-0.2592280633990288,-0.026193411073900382,0.00573247854256798,-0.002950135527869808,0.010847990112479855,0.01505860239870281,-0.019202001368737044,-0.007723583029195661,-0.0019797604768778377,0.00011343495113723215
