head,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
"Company:10429",-0.0028533100234649574,-0.11600954897953289,0.10998633342894513,-0.16134727144753808,-0.12419555089277425,0.07495203905969822,0.0270053984677666,-0.006281138419672054,0.07071565663763538,-0.0617625198017911,0.035690704720492135,0.2565806966107659,-0.017842350250764305,-0.8901669762520652,-0.08379535453866617,-0.010702906528833073,-0.18851279165075013,0.11341751652243262,-0.02168482789414036,-0.02478474920984666,0.004958381222156598,0.004385377198504497,0.001878853115648992,-0.0007840598212583002,-0.008868615708817635,0.0022254668669679676,0.0024480396417132367,0.024930354197687524,-0.0027445896754287632,0.0042057111044706275,0.022198074469672223,0.004892840982433049,0.00564797154048455
"Company:15145",-0.002875779782885488,-0.1276605598025266,0.08778068168120996,-0.15605108414270755,-0.1235087161506589,0.07268373181986401,0.02234868216245946,-0.0067359293071561355,0.07368875281821903,-0.06555035456087101,0.03581562643068509,0.2590169523495466,-0.018307744734865943,-0.8929291361451624,-0.061521935911452205,-0.010842901269423305,-0.1888283758065358,0.11283015366486228,-0.021266849910369274,-0.02741811135220243,0.004699836652270591,0.004364231488827308,0.002301761281784884,-0.005734319069996476,-0.008569712478114087,0.0033487493304649855,0.002333293032530301,0.024703165112127033,-0.0035887365211974397,0.005667314773876371,0.02060382447926094,0.004795141077951779,0.005692449837036418
"Company:13998",-0.0030754342998552757,-0.13720713648563282,0.09157366396030635,-0.16633755818388732,-0.129751544241721,0.08374168604031962,0.03140945699869051,-0.007444632915482966,0.07199470688216009,-0.06766689497413672,0.03841199703933849,0.25110210941141875,0.04616506869606267,-0.8824547560500586,-0.09022695575582512,-0.011503914237206711,-0.19898487196606932,0.11976922421040863,-0.022879830041729603,-0.02839065669478633,0.005178284008706141,0.004785503585286015,0.002496633028043037,-0.005389257811875928,-0.009283578218754664,0.003684709845531717,0.0024818607034679126,0.026546711483910163,-0.004514656599894365,0.006638621565810568,0.02261326520868723,0.004731381877960929,0.006087656712415847
"Company:12736",-0.002954855342087522,-0.1303931297480486,0.09483838690952237,-0.1636642855113165,-0.1304189309605526,0.07404453827073748,0.02311418194803485,-0.005525336650255029,0.07617212337597573,-0.06691955619250294,0.03683909768166356,0.2641931967691125,0.046855297918150136,-0.8823004721860436,-0.09045807602178155,-0.01111277063405261,-0.19377602820849943,0.11701083245927421,-0.021690750475889115,-0.026666512488042794,0.004987726824297873,0.0045406236179083605,0.002417979575142334,-0.002957468155561214,-0.008808986923598617,0.00359210407781946,0.0023073956350458053,0.025337330995826562,-0.003559966356367146,0.005639795723810487,0.020928796354398243,0.004892693629480771,0.005848978161094179
"Company:15851",-0.003012219392049348,-0.1347440825067766,0.11640195222824351,-0.15874518027392726,-0.13464278808295582,0.07400884446588123,0.029043585772026474,-0.0073051030420529,0.06370210965350273,-0.06747555982456957,0.037765102574374904,0.2655064191743425,0.032995352661014346,-0.8785876580289068,-0.0829699565190778,-0.011492500707605536,-0.19351020479780262,0.1176994732699737,-0.016537637067864763,-0.039258452305208004,0.00814233948388027,0.004539190171217219,0.00308578954857878,-0.009235973897340747,-0.009289018551255367,0.03283522307111987,-0.011734802699440772,0.05362337222426863,-0.003934640653102129,-0.0023286485280882294,0.02192429904609838,0.0044996781301707605,0.0059625265695812816
"Company:10550",-0.0030593865331761593,-0.1405230074742066,0.08837788842156553,-0.1760997067605033,-0.1307925596934842,0.10383085700081997,0.025064884646580528,-0.00718525484370719,0.07739670406436583,-0.06903632178475162,0.03817883881688621,0.2511586895369632,0.04637700062812835,-0.8776595360535617,-0.08971954455337577,-0.01151629323859059,-0.19873229497753336,0.11967074408796868,-0.022055681072546476,-0.032302903774263626,0.0050820498005210634,0.004741070738720613,0.0026553055964027954,-0.006166311900530256,-0.00909888237239422,0.006217916978152729,0.002237231442580404,0.027685675931698246,-0.00419179944354781,0.008252269057720118,0.02159304055280687,0.004515084861286187,0.006055890666830978
"Company:15799",-0.003029095385349163,-0.15179170084492938,0.09097782758542139,-0.1986148578460098,-0.1363590086651207,0.10898934171021285,0.02586736747203717,-0.007300396589019293,0.07954376064393402,-0.06831143428200719,0.03759455932631235,0.22850596248708843,0.009695188507304766,-0.8777876239295708,-0.08471021990010932,-0.011395676942316307,-0.19527180206604958,0.11806618341851878,-0.02180145928345435,-0.0369850100502261,0.0057126382926951,0.004661103205828034,0.002575437159691695,-0.006460375059573941,-0.00928541172523523,0.004876050870918857,0.002273991823563184,0.027049418144064273,-0.006015490038937951,0.008491410910364879,0.021751309087355092,0.004099148000154044,0.005995930935102156
"Company:12672",-0.0030522839086172225,-0.1251990406751594,0.10941410864464787,-0.16974116321480634,-0.12978619780561085,0.07968684380472751,0.028658077616927315,-0.004464816989623011,0.07371903917420317,-0.06695050873600271,0.03827873272203896,0.26842391899657386,0.048280804895368616,-0.87703570431716,-0.08922747687212178,-0.011383336878606324,-0.19816941312255068,0.12000111411926322,-0.0221825722513849,-0.0285532915489378,0.005402656194702282,0.004719385755049684,0.002457677292156828,-0.0003758139328427401,-0.009124733779801535,0.005163112682198528,0.002362985849026469,0.0269678566582473,-0.003146926582580054,0.005984185052367252,0.021535834506517356,0.004922269613432798,0.006041831811813573
"Company:12034",-0.003067440952005775,-0.13588944668055858,0.08882995069415622,-0.17651987088048576,-0.13028570527235317,0.0956433888838466,0.025080993127635696,-0.005258528934490283,0.07680936455303439,-0.019923265692186665,0.03873051357878374,0.2521480943212383,-0.007272636122793608,-0.8828515124886768,-0.08858308215864946,-0.011460543600537167,-0.198727585132749,0.12068928476999069,-0.02244024404688231,-0.028467006819625638,0.005215029540553361,0.004718996362894392,0.0025013143937899535,-0.0037792360284041506,-0.009119690855567379,0.004666949586265752,0.002394647216243154,0.026502441260541347,-0.004375384968972267,0.006395518992043813,0.022046956265071235,0.004902212022400584,0.006071835821354281
"Company:10405",-0.0030952462042454264,-0.13694720324896228,0.09183490094249899,-0.16654649738155425,-0.13402651358039916,0.08058098871136687,0.02359561420464774,-0.006947388311943149,0.07967859387444255,-0.0636417281523888,0.03865934268968884,0.27491916631214625,-0.009917557889141424,-0.887362332195791,-0.048076116234810055,-0.011574474245731622,-0.15743248653657219,0.12153231572544544,-0.022247275395357903,-0.030538719997169506,0.005121133832715923,0.004773769726907118,0.002670876451976921,-0.006246733156770426,-0.009306287244044432,0.005923484304950232,0.002286261803689868,0.027628920360626804,-0.003616583713392035,0.007337665732914227,0.02188500631166264,0.004688268230765267,0.006126871808679605
"Company:10961",-0.002853767989566319,-0.11893913697198782,0.10736944033826713,-0.15660214993560728,-0.12570175913813683,0.07101104636520116,0.025250870914243224,-0.005564405289182233,0.07329814362745425,-0.06288145709777343,0.03556207031482392,0.25663850217444695,-0.017948144351103663,-0.8910043064059309,-0.08315769714313223,-0.010663722325543929,-0.18859085781759438,0.11273884498251553,-0.02060020220011507,-0.02523534306531234,0.004715809554757761,0.00435043545145507,0.002434851101543327,-0.003437164618173336,-0.008576780981742957,0.004775406979116506,0.0022434631151014837,0.025084396920942567,-0.002531751796284911,0.005517460312937404,0.019294065686288747,0.004257551301598936,0.005648882363456327
"Company:10801",-0.0028290830531403515,-0.12297978958678102,0.09219287435004832,-0.15285255072819495,-0.12156890605530891,0.06973926712450264,0.023692231764002012,-0.006635827969313716,0.07161618624051701,-0.0657287141863658,0.03525112915696507,0.25650967062472885,-0.002800277215075993,-0.892375966229375,-0.09509437062414386,-0.010710510463560273,-0.18899359291440704,0.11270634812955498,-0.020507022646871778,-0.025364736951763604,0.004489045156322509,0.004319520396890188,0.0025320699726981955,-0.006093868668547671,-0.008685106666720907,0.0057615898630033625,0.002191906081460433,0.025096632811250116,-0.002719732406199461,0.005842673323368947,0.019128482055836973,0.004199299574025668,0.005600019856456499
"Company:14072",-0.0030070938691597244,-0.13006159524010566,0.094515627602131,-0.16464180784666016,-0.12829353293662776,0.07860832572712272,0.0264753319805597,-0.007222988964034627,0.0750803293440612,-0.0640021892673999,0.03773118027109622,0.2674488865178667,-0.009942756284750174,-0.8861055759634431,-0.032435102550764074,-0.011251856076319027,-0.19494677831870647,0.1174652249060048,-0.022263455161035912,-0.027595393801796105,0.005149529241979484,0.004654401628211432,0.0023976722012478083,-0.005348326143909843,-0.009068581736207112,0.004302368978765541,0.002295847390574197,0.026014679976073558,-0.0037325309711555153,0.006042660778577312,0.021540150858497187,0.004696262738559902,0.005952382949713291
"Company:11753",-0.003045219859794877,-0.13960421443772664,0.09367751723928004,-0.16771793439354576,-0.13576787197372117,0.08178080488530767,0.023725695532165674,-0.0071995280021969815,0.07788954929682836,-0.06995989806841485,0.03808061089844032,0.2701185474630867,-0.008347421307725126,-0.8804373751448311,-0.03312893113566714,-0.011484704619330833,-0.1970448664781283,0.11919112617045521,-0.02254037543685316,-0.03135312373977132,0.005183268336181318,0.0047029571417133926,0.002408382608897359,-0.005473147582656823,-0.009228417699142294,0.004106941220764898,0.00238871137144223,0.02630222173105141,-0.004361601287275303,0.006804928929545156,0.021974425804424717,0.00482989396524037,0.006027848844738106
"Company:13721",-0.002824411931186069,-0.13335604033145537,0.1007765792190328,-0.16304750823744085,-0.1210885701461904,0.07332500877227892,0.028574642604345023,-0.00784692969884166,0.07221377660119808,-0.0666142014025644,0.035122756703087614,0.2563660256066453,-0.015795800360396205,-0.8885704049182522,-0.0917335299780798,-0.010739204530278927,-0.18637326297313178,0.11069804960271307,-0.021590591974066143,-0.028566011010269215,0.004848963312284984,0.004317065508207785,0.002216837925203838,-0.005112804624024059,-0.008583989709885134,0.0017311474615015194,0.0024283070921147544,0.023971517009645546,-0.004735521546109885,0.0059788577079120464,0.022165021574380977,0.00465513141732178,0.005590775230995598
"Company:12372",-0.002834329021783569,-0.12272000508229583,0.07925371659292872,-0.15307927001647226,-0.12087581795442158,0.08168820333766141,0.021786696156095343,-0.007273706686392774,0.07066476324513259,-0.06616217645398709,0.035573185134381034,0.25693671079368463,0.005689010185749249,-0.8924886149945808,-0.0956363539078904,-0.010610103383976732,-0.18898598710328987,0.11328100691380268,-0.0211471812485626,-0.0269987056726513,0.004716762880424727,0.004340017858949608,0.0022112741333585994,-0.005168039724183718,-0.008359064956214801,0.003330864697183398,0.0022988023516755597,0.02376182827463483,-0.0034063586043379408,0.005121384921924285,0.019606526457912356,0.004909781267440255,0.005610403837243687
"Company:13969",-0.002844054995897615,-0.11727533529066596,0.10630443300093208,-0.16893523860376616,-0.12384647140305491,0.06313343070006672,0.026675273567514667,-0.006842914132922577,0.07163989796195261,-0.06382005234928469,0.03610744261830976,0.25664496312695906,-0.01838161058274476,-0.8901722492283115,-0.08309685086929307,-0.010471565917805084,-0.18686584051863148,0.11189629081163091,-0.02125187076646159,-0.0252042810211896,0.004571715358903791,0.004373661738099527,0.0024750516892998935,-0.005422827871588251,-0.00862101851272868,0.004465925035767163,0.0022255829362839877,0.024208751460038324,-0.002910568718908654,0.0067449345031513714,0.028167989961642968,0.0038871138176829467,0.005629659480251473
"Company:13974",-0.002948725448258216,-0.12971843771269295,0.0909001356432761,-0.16536517463254868,-0.12810893868703194,0.08002852988484518,0.02334504567099934,-0.007128021776395912,0.07478397421842291,-0.06766906762960954,0.0368365887862707,0.2634696789460602,-0.013225232759711502,-0.8877054283163667,-0.0380070246661739,-0.011038843655535048,-0.1921255617683707,0.1166954065483666,-0.022617799364227923,-0.029462214463609263,0.005121256955841451,0.004515842581727731,0.0020163750817269927,-0.004764381805898678,-0.009105599879761582,0.0011440513640119138,0.002465139950036429,0.025519764775446728,-0.004283743288744962,0.005942608824179488,0.024493926084329588,0.0049245325299172174,0.005836847658386035
