head,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
"ROWID:9c0bbd4d-6e07-433e-b144-a8d5b66bd121",-0.09793502205483448,-0.5445091251798556,0.019431898170725482,0.13677080806595196,-0.4589954390776536,0.3205667992489035,0.23374794543674696,-0.4509127011264983,0.29145082826667457,0.012137829108583555,-0.11905780908788456,-0.03443881208459889,-0.04477229227753909,0.012519927845621455,0.028656945571709527,0.0004542946578439864
"ROWID:422a32db-be0d-4e4c-a73e-1163bacac857",-0.08251542813239841,-0.5656699800256173,0.008671311878722436,0.17954281198047087,-0.5497334250537599,0.2779923137247255,0.04223731147904651,-0.427376082180731,0.2683469948435383,-0.04871977808557506,0.013352473169874078,-0.034500024794905,-0.01450776094200755,0.013013799018181962,0.029063629550614464,0.0004453065693203245
"ROWID:61d6be4f-09d1-4347-b224-e6ae9df9d7e0",-0.08465151843470488,-0.548615006587956,0.0047793396788132405,0.21397513926508022,-0.5722417025734235,0.29623256327850667,0.051591514437566925,-0.383275952665761,0.2749898563427919,-0.05418599432525745,0.01358118151100783,-0.03536362425042214,-0.014894495673921034,0.013064478457827966,0.029797333398417288,0.0002636990870372585
"ROWID:79fe38b8-aacd-4702-ac00-989e74e5edbb",-0.08855379906234584,-0.5138872221231139,0.005128000887872317,0.23693955650481374,-0.5063209624881831,0.42752803747860785,0.13255748829533293,-0.3662630341931043,0.26249251864953943,-0.051730364536708595,-0.06444853455433977,-0.03883951562093634,-0.05012733752125338,0.015566778007269626,0.032468126539600434,0.0007291420955339455
"ROWID:2e9ff9b6-cb94-4937-958b-01a8790fc02c",-0.046602425393795936,-0.47298515305244065,0.020675372489242207,0.15516499130248326,-0.45926739876965045,0.33732804191087723,0.1295856501301124,-0.46980953084792676,0.41505483708304164,-0.10281828495485994,-0.0457027001320829,-0.0338758522902205,0.013724804599824461,0.01576896233327493,0.02938417536430753,0.0007335445404768085
"ROWID:62d87274-d9de-437c-a6f9-cd80cfc9e85f",-0.047735281961443096,-0.4842130799413818,0.01592818324745274,0.15775466692101767,-0.43659190833039724,0.35077842725436825,0.1589896850641205,-0.45755578324078444,0.41464517947381874,-0.04509686558867818,-0.06510288180294178,-0.07872764826360311,0.03272633618751164,0.058753612961229426,0.030023309289973283,0.0007750795918022758
"ROWID:177ee1c3-7170-4583-a99b-c87468b87755",-0.10820841560093798,-0.5654876321899127,0.0012847957998790326,0.06246600834328765,-0.45481203376348756,0.37463534366191154,0.14857988189834326,-0.400331623197114,0.34502543801140684,-0.0005857618787836593,-0.08338040320556163,-0.03743060469211651,-0.07838690646624223,0.019683530725203357,0.03273485951787846,0.008015597817724032
"ROWID:831a8186-6d69-499c-87a8-a5032dcd68e8",-0.10979339938739828,-0.5379989501014667,0.0010169502873574776,0.056641046459043214,-0.46608052534890654,0.38442014800551055,0.1679042281362784,-0.40414713767912436,0.3492867627982148,-0.00012169437472564924,-0.08561889474622705,-0.03782836145047365,-0.07917725845535442,0.02050078661800133,0.033139965202285966,0.014360934552270473
"ROWID:0698271d-864f-451f-94bf-ae50be85d160",-0.09336381241348993,-0.5272170815453758,0.017507262426656484,0.08974028533048779,-0.46705845854980405,0.3920053855073326,0.19765289321126506,-0.40039459315930215,0.34381396693442023,-0.00013160770034013525,-0.0828986423195006,-0.03738208723377663,-0.07163649271221793,0.01917065718929669,0.03249508520110826,0.0271717452939587
"ROWID:1f7c84cb-b06f-43e2-bcbf-1ad24135c4ed",-0.13629441178206256,-0.5356872004597332,0.020704922056364154,0.10423894961863518,-0.5367433361818664,0.32029090049602627,0.1963449101649187,-0.3881712012803355,0.30260233583563323,0.0815436010667186,0.03728083047758391,-0.03699148423309419,-0.019736219734914084,-0.030903702856265418,0.030661800503553608,0.0005128875183820322
"ROWID:1a910784-d000-4aed-8bbe-c4c24de1cd82",-0.13960281198697175,-0.5399274863425327,0.02010297014686852,0.1309614988563313,-0.5099732578791872,0.33109397817635106,0.14629605034261936,-0.40664384100688394,0.31350688759836814,0.10662374516659977,0.03982778475525272,-0.037170175887759005,-0.019317420885078013,-0.031897573861925356,0.03102896089379676,0.00038271846431509396
"ROWID:c3992072-454b-4820-a8dd-c5182def959f",-0.09057004640589458,-0.5735293056935814,0.030174479004972953,0.13015111152251788,-0.5076041459777848,0.4090845304148488,0.01415297715971198,-0.37929913398897325,0.2597201897483878,-0.021187180191137557,-0.0688534607679203,-0.03818756432165892,-0.02395082824685286,0.015134255520576012,0.032019311988620694,0.0008015266897531477
"ROWID:8bce8002-2f3a-458f-8780-6fc7ee5cebac",-0.055058318041944346,-0.5263021538694592,-0.03370490511663462,0.0786396571147064,-0.550316999091618,0.3918622307496061,0.09644648122838884,-0.4354312404060583,0.231515953672607,-0.04093447456122128,-0.016832154846971592,0.01504374841929787,-0.026153022499793094,0.012389648427565118,0.026920739141727282,0.00044488285680901725
"ROWID:d6b53dcb-ece2-489d-b358-518b8302f34f",-0.05644416743054779,-0.5288356355512835,-0.034326976608125684,0.11045962036621397,-0.5825479081797287,0.4121689609276336,0.11798258410083708,-0.3405450330675733,0.23277368717096764,-0.06293527141202065,-0.07153687133530504,0.008765832746861388,-0.020549658470311555,0.011717537178321134,0.027066850203793964,0.00035351520787302803
"ROWID:7e207e96-0162-429b-8ded-b7253af58a83",-0.08043019183022841,-0.4773619021608063,-0.021175084097017495,0.1361048744166664,-0.5836489916407458,0.3946899972022131,0.04441489188453583,-0.4343860352435343,0.2322609728969287,0.0026109716409645958,0.019879625575835173,-0.009934350369502708,-0.06437178979871461,0.012630057781603638,0.02905018402769098,0.0006337214579323553
"ROWID:3b470cc9-48ff-43cc-9c04-aa226cc34174",-0.0575715077403605,-0.4864445570070805,-0.05949269821317287,0.1387762724717255,-0.5698920089380073,0.42667996448253004,0.05059055411801017,-0.3851120587336443,0.2640142595675377,-0.06259951325797818,-0.06748440412373286,0.009981049205943967,-0.02103472883394199,0.010951034945025914,0.026780562189361572,7.529695855073068e-05
