head,0,1,2,3,4,5,6,7
"ROWID:9c0bbd4d-6e07-433e-b144-a8d5b66bd121",0.39274039401534794,-0.28612713764059217,-0.3099770649698062,-0.6556472208581703,0.40657753375701167,0.24805805276444756,0.036408903959775425,-0.09881036485692013
"ROWID:422a32db-be0d-4e4c-a73e-1163bacac857",0.3351331724522507,-0.1296871887418899,-0.24964055783291128,-0.6572777803473437,0.560179350678844,0.22869962340112018,0.04050029443646194,-0.09374329109131756
"ROWID:61d6be4f-09d1-4347-b224-e6ae9df9d7e0",0.3655478724935145,-0.1252609580937958,-0.26171896399426375,-0.6551408621772185,0.5437305623794925,0.21940141863483706,0.025239182016504325,-0.09252651842033871
"ROWID:79fe38b8-aacd-4702-ac00-989e74e5edbb",0.3244207866192455,-0.060822933120770944,-0.235259553704939,-0.6571718248569983,0.5829480823487609,0.23407222074293874,0.026635637924955102,-0.09220699851591198
"ROWID:2e9ff9b6-cb94-4937-958b-01a8790fc02c",0.42655981915424906,-0.18932528429465742,-0.30252295858847894,-0.6693568108189264,0.4573333993418324,0.162333346055791,0.02075031031359535,-0.08189901082244644
"ROWID:62d87274-d9de-437c-a6f9-cd80cfc9e85f",0.41749062241376206,-0.1521847265428746,-0.2937824179741716,-0.6722166577884833,0.46855583842190995,0.19594778393206122,-0.016410403568421952,-0.0784132386281001
"ROWID:177ee1c3-7170-4583-a99b-c87468b87755",0.366672094940474,-0.27099153702435647,-0.24449582995363564,-0.6624396086594039,0.4520474323543595,0.2680238863046581,0.009602718687509285,-0.13128144855000093
"ROWID:831a8186-6d69-499c-87a8-a5032dcd68e8",0.36756306860610233,-0.24393511629158485,-0.2285362788829222,-0.6700509169253004,0.460495021873103,0.27157348282865074,0.009766033056694622,-0.13525084270099944
"ROWID:0698271d-864f-451f-94bf-ae50be85d160",0.3646784842991087,-0.24645012035527067,-0.23341494512957933,-0.669526670266735,0.45700618828424755,0.27412194113551147,0.008310217517233124,-0.13948794930276248
"ROWID:1f7c84cb-b06f-43e2-bcbf-1ad24135c4ed",0.39541371942920883,-0.16166974389109942,-0.1480959131990034,-0.6635399490973792,0.5629442663838191,0.1620936758883549,0.06209916857726465,-0.09086422446454508
"ROWID:1a910784-d000-4aed-8bbe-c4c24de1cd82",0.3601143974283641,-0.17427755886853644,-0.1513516180420212,-0.6678434891946851,0.5750805985966849,0.16606048635255236,0.06644931521239966,-0.09117797647346658
"ROWID:c3992072-454b-4820-a8dd-c5182def959f",0.30535693605956193,-0.1557248645202981,-0.35710924785060655,-0.6496405832215791,0.5297788322874906,0.20853409121206798,0.02382507560051807,-0.09070442842905457
"ROWID:8bce8002-2f3a-458f-8780-6fc7ee5cebac",0.3452914879092307,-0.1911689968518286,-0.27301333533564404,-0.6676491478706953,0.509667606294491,0.24532583100844468,-0.033247973573968505,-0.053714775284097876
