head,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"PA:10001",0.07442918202940794,-0.17802769028997606,0.012346016692627108,0.41392256864235044,0.2145290300683044,-0.19156874987911912,0.04895345578601069,0.7083744209445721,-0.11957419094946649,0.2034264684564815,-0.07970755222233618,-0.31671709245599433,0.07835618335580112,-0.17532300604910958,0.022727870944176998,-0.06150293207849172,-0.02915011494841101
"PA:10002",0.11068568974334952,-0.1577167587062632,0.011240196869543884,0.43403132546863027,0.2194349168919615,-0.20839019488534657,0.0015354174895957425,0.6982206510542384,-0.10818340705732425,0.20189579364323315,-0.07965578911689689,-0.312074413009004,0.060868260566451074,-0.17403350877916082,0.022581780434650454,-0.06108994335870273,-0.02892070359879442
"PA:10003",0.07892212694511021,-0.19049457368028436,0.012864353735875064,0.4268231009645095,0.24066750017644326,-0.25374318653550637,-0.12745792943520662,0.6451800582066815,-0.11089250471046214,0.21622594490730193,-0.08408600968177897,-0.3307302946517085,0.06607438617450906,-0.18613927403943561,0.02413705352087622,-0.06534736438375828,-0.030984861069589597
"PA:10004",0.115051806775993,-0.20424934738135464,0.013125405568923002,0.44547932892391023,0.23128917235077134,-0.2034279758250143,-0.03871678906661458,0.6820704013671265,-0.15333183154660604,0.2230345490701575,0.01957221480033223,-0.24092137550335754,0.10042155185294765,-0.19200367332322874,0.024949553692329547,-0.06745172445460998,-0.03195585848972262
"PA:10005",0.07369562868881953,-0.17429915864768963,0.011148508370686852,0.42227782761299765,0.21239641798106204,-0.23814591574115482,-0.03655071685042215,0.6941716101414084,-0.14257359529899016,0.1993866812048231,-0.0791009618462041,-0.3101956916504524,0.06014456344632229,-0.17198659256801443,0.022315141363331414,-0.060324444190464656,-0.02855943368379445
"PA:10006",0.11176691774552494,-0.20194632750175293,0.013089802947339642,0.4679054727353906,0.2372845181548939,-0.15646490286302434,-0.04376568803059308,0.6442992116762073,-0.14859387286399964,0.215921175888244,-0.0840920969587547,-0.3305952146223074,0.06601631445020412,-0.18593711749017716,0.0241105093472733,-0.06527311476425997,-0.03094209094500696
"PA:10007",0.11720391094150572,-0.2147052959162992,0.013479532599876137,0.3864154465656012,0.24664734112978204,-0.21976672890540108,-0.04976492841546612,0.6590306888815437,-0.15541845364317794,0.22202901520740637,-0.08685379621759355,-0.3411944178068978,0.06779533235786016,-0.19129310058474608,0.024829084956180088,-0.06714804467093244,-0.03181773472961894
"PA:10008",0.07643675836147065,-0.21266122115932248,0.012414233492710739,0.3827759889932416,0.22044939235263097,-0.1965303388244627,0.006055571631991969,0.7067411329137743,-0.14870285951780843,0.20729846784922035,-0.08160822702002679,-0.32019542553079516,0.06299105934621192,-0.17869340308278558,0.023204556162719513,-0.06268303111502298,-0.029702194315661977
"PA:10009",0.07938645387600364,-0.21166712996165798,0.012820343906130783,0.43667232360336683,0.2251519251602443,-0.2040351322200422,-0.0719516098020436,0.6529781624658038,-0.15267279662204267,0.21716355971649307,-0.08499582850799726,-0.3335295557217138,0.06604729219531785,-0.18708324822280473,0.024257411262052168,-0.0656677041707632,-0.031115789835255023
"PA:10010",0.07726521670005801,-0.20982632667934387,0.01266341095706034,0.33563614971505384,0.21868351246522816,-0.1742034788660715,0.07265615229687085,0.7325819744412,-0.1331870520444481,0.2115881969292611,-0.08247963610388302,-0.32373300336372124,0.06473141838901694,-0.1821917148351268,0.023616341601764634,-0.06396138357134401,-0.03032068800321378
"PA:10011",0.113961336596862,-0.1862585173176327,0.015252021165348075,0.4655701522008423,0.25795045097558295,-0.2119165145867202,-0.11860992821372265,0.6599637742711822,-0.1268343062636299,0.22083840745077765,0.019394404179065294,-0.23854889725931513,0.09955825570292234,-0.1901257352502427,0.024641783039860667,-0.06677381162398101,-0.03163828949913532
"PA:10012",0.02573632216964323,-0.227476628179085,0.013110865775761787,0.4966945730439886,0.29092163749879707,-0.22850125177374517,0.04040086194877784,0.6366242088781778,-0.13782319849056077,0.21287077554495806,-0.08267412726840717,-0.22845401269739785,-0.004334336263506744,-0.16718673984120475,0.023762152578130896,-0.0643674894767933,-0.03050152538662947
"PA:10013",0.07641933485180771,-0.1953509807935059,0.012627441814020203,0.430154826102228,0.30163923183367475,-0.229165785504137,-0.12838432473588218,0.6251606270987717,-0.14330429706900416,0.20917565568505297,-0.08148897644020582,-0.3237237126129221,0.07977751530835978,-0.18015374517447724,0.02336724756050095,-0.06325866736130882,-0.029972352856164973
"PA:10014",0.07426519956395587,-0.18538952707490183,0.011542142037671942,0.40954171882650786,0.2086802246017347,-0.24068902563543781,-0.041149006294305346,0.6973914410621016,-0.13449691258670224,0.20139441005216005,-0.08026928752440292,-0.3142357052147446,0.06030917741935324,-0.17379217615110754,0.022525316484260288,-0.06094591197696792,-0.028844074032261174
"PA:10015",0.07686644667770857,-0.23307224580413718,0.012678703119997532,0.40698546482988024,0.21428797314404632,-0.24944269356783716,-0.08510003775632054,0.7090059865640699,-0.144403178987729,0.21047688857978608,-0.08191273342346564,-0.22618073188341867,-0.00426270921709682,-0.16537157948643505,0.023501590895765756,-0.06364433040292047,-0.030156054748475155
"PA:10016",0.10057152469546338,-0.2290873256439793,0.011846542223168619,0.42368176014572984,0.36531462006948906,-0.17141171479971282,-0.07594865009557182,0.671918631682028,-0.133690949740613,0.19486288348997008,-0.0759237548386336,-0.2097415404908346,-0.004821081331621439,-0.1653236465867702,0.02172977624251255,-0.05891051966217005,-0.027922595470340893
"PA:10017",0.07747031176720512,-0.19781100717528188,0.013001888210321416,0.41669237687532984,0.22394857230084741,-0.2545942771261616,-0.11718474088449538,0.6560932554744625,-0.14557175930799937,0.21229749896331468,-0.08276685562760742,-0.3249031378318036,0.06475446154900982,-0.18283298919450328,0.023705416852602353,-0.06421829760738956,-0.03041368991321837
"PA:10018",0.07804297141343576,-0.20283004567666763,0.012998144776397992,0.38832114179431876,0.21980749837874755,-0.24795235909316482,-0.018012251570051888,0.731256723705624,-0.011794151255206936,0.213827518104514,-0.08314854509519161,-0.25414070346497414,-0.0028248429308823197,-0.18411493433534115,0.023833875019850882,-0.06461164536874454,-0.030642552875054394
"PA:10019",0.07390952572330704,-0.18655229900620868,0.011786959685192696,0.40466446008047563,0.22174035170441372,-0.2266150060588278,0.02385280911822322,0.7014527764349674,-0.14307634004311398,0.20114526108593409,-0.07899858182587483,-0.31090247949449845,0.061329429928873566,-0.17344769111592748,0.022489311775175963,-0.060846349858843615,-0.028817263366180748
"PA:10020",0.07458593955418308,-0.1732952962844316,0.012273223295307993,0.40459482350697834,0.22608352176389765,-0.24678597730415783,-0.011518581309363334,0.7077226691680341,-0.07433512897343011,0.20298019534398995,-0.0328981914128555,-0.3080209532709796,0.09549858952162757,-0.17493008030784207,0.022698336555643652,-0.061399841142889995,-0.029075845396046934
"PA:10021",0.07588115258152163,-0.17062328058234386,0.012071528021633676,0.41194393354227427,0.22286922243523788,-0.25055261172789633,-0.11945901505216602,0.6804819382386497,-0.08791421284285604,0.20801448942715814,-0.08114136165688106,-0.3227403874238048,0.07941361844619137,-0.179118958048479,0.023194059360657507,-0.06286391421287414,-0.02980972378333895
"PA:10022",0.07741649099635253,-0.22028590954140803,0.012581639356154653,0.44173843048319156,0.23394852796875154,-0.24022116928080048,-0.12244280660528138,0.6335673593368195,-0.14579731601907336,0.21209588552962058,-0.0824353335642983,-0.3242774911543586,0.06491344911200282,-0.1826197844020828,0.023641709466356634,-0.0641307448565751,-0.03038553685032486
"PA:10023",0.07156509945943912,-0.16408304289618064,0.01166289708283908,0.4438564073895214,0.2398611389618886,-0.24020406600430214,-0.05790499535057052,0.6830984038371585,-0.12098512962959285,0.19458960868625638,-0.07678578529599404,-0.30140099050862673,0.05902269663501789,-0.1678200154981613,0.021786522731348085,-0.05883862298241437,-0.02789044914213303
"PA:10024",0.07771236578860209,-0.21122855866668902,0.012806280873211227,0.367751195227747,0.22123942124658452,-0.21877044253488218,-0.02880059279111226,0.6971383663364803,-0.15150980262072042,0.2117329092753161,-0.08337032979686337,-0.3314354881202362,0.08259991132842051,-0.1825025216330341,0.02366224520482884,-0.0640560269197702,-0.03033884900567018
"PA:10025",0.07344607741003147,-0.19181480749740026,0.011875640471021536,0.42292454457371,0.21683166692669398,-0.20398224776694554,0.027562082218844465,0.6989265642274911,-0.14310796430608586,0.20025633255645503,-0.07870046136447136,-0.30926991493589895,0.060905020176875276,-0.17261348131060145,0.022371543785069288,-0.06059523658627456,-0.02868060654123956
"PA:10026",0.08146279203308124,-0.18109069222910198,0.013395668489019515,0.4272849172588929,0.2331102793795422,-0.23407127411959905,0.02825968868877362,0.6680380211133148,0.006174978076015962,0.2230677368391826,-0.08683948670428804,-0.34132631196971036,0.06835828895548256,-0.19211125154755684,0.024905983152480774,-0.06746575884243622,-0.03195841599676748
"PA:10027",0.0785634977248029,-0.17847916024259178,0.01283846296096723,0.4284512680097499,0.257264943005838,-0.2510366145710004,-0.14606205199883582,0.6433417016703975,-0.08675113460183688,0.21530080168135893,-0.08384945508735601,-0.32929076161783555,0.06584131030210937,-0.18538267081205848,0.024029950771367808,-0.06508607296003482,-0.03084753677127522
