PA,F1,F2,F3,F4,F5,F6,F7,F8,F9,F0,LABEL
10001,-0.05751,-0.065169,0.32052,0.602967,0.271858,0.176534,0.05747,0.69427,0.448654,-0.267106,A
10002,-0.065878,0.175464,-2.810698,-0.171352,0.227037,0.122138,0.131014,0.591052,0.267376,0.581199,A
10003,0.137788,-0.234637,-0.247948,-0.66037,0.219565,0.176689,0.414843,-0.769214,-0.481355,0.153317,A
10004,0.089043,-0.248627,-3.526374,-0.38928,-0.578367,-0.235701,0.568921,1.049605,0.524463,-0.405066,A
10005,0.185437,-0.219631,0.152394,0.051438,0.233963,0.030661,0.201528,0.15616,0.269386,-0.341873,F
10006,0.113668,0.116832,-1.073981,-0.972401,0.236991,-0.341388,0.241761,0.140569,-0.089613,0.131554,A
10008,-0.101004,0.394375,0.218743,-0.044703,0.254757,-0.818352,0.091077,1.037232,0.808857,-0.849159,F
10009,0.154406,0.017181,0.414292,-0.782754,0.279831,-0.332086,0.050242,0.817519,0.654557,-0.435321,H
10010,-0.056289,-0.02824,0.212396,0.63151,0.3468,-0.826225,0.166603,1.18115,0.534271,-0.70782,E
10013,-0.112328,-0.248511,-0.322046,-0.570671,0.202805,-0.025475,0.826704,-1.345455,-1.21313,-0.181695,F
10014,-0.025671,0.192206,0.161985,-0.071887,0.239042,-0.27395,0.429153,0.110103,-0.184705,-0.244202,A
10015,0.431547,-0.337217,0.130552,0.193916,1.004356,-1.208756,-1.417768,-0.195203,1.545198,-0.352292,I
10017,0.110927,0.035699,-0.082384,-0.441813,0.231144,-0.374447,0.509715,-0.83839,0.265044,-0.36964,A
10018,0.006806,-0.504364,0.603742,1.035199,0.631651,0.387679,-0.979417,-0.032591,0.950192,1.51543,Y
10019,-0.08741,0.00988,0.319629,0.228558,0.232493,-0.108988,0.341053,0.131086,0.055066,-0.011394,F
10020,-0.14529,-0.286075,0.098491,0.504227,0.039165,1.186554,0.31473,-0.060868,0.093831,0.404532,A
10021,0.027987,0.217258,-0.123665,-0.06207,0.211439,0.977752,0.441398,-0.672941,-0.637328,1.237889,A
10022,0.26997,0.268693,0.243716,-0.727774,0.256209,-1.060531,-0.012801,-0.24262,0.32107,-0.644379,F
10023,0.030033,0.324092,0.331912,0.523847,0.239454,0.139537,0.105313,-0.872061,-0.324994,0.010058,A
10024,-0.095383,-0.242922,0.181025,-0.115479,0.218391,-0.652901,0.41039,0.273878,0.575125,-0.727226,D
10025,0.215234,0.227379,0.173111,0.27814,0.224366,-0.424846,0.5028,0.679715,-0.099919,-0.232002,F
10026,-0.080797,0.048519,0.275941,1.173495,0.204656,0.783417,0.280003,0.626263,0.902438,0.765634,A
10027,-0.02778,-0.280779,0.207629,-0.672243,0.262642,1.518818,0.29261,-1.059764,-0.372978,1.189375,H
10028,-0.110253,-0.019295,-0.101395,0.596449,0.253524,-0.356362,0.435295,1.009755,0.253284,-0.39054,X
10029,0.382741,-0.347586,0.033292,0.128474,1.004361,-0.824492,-1.328651,0.166888,1.489022,-0.069692,I
10030,0.121766,-0.100821,0.132021,-0.626821,0.238232,-1.103687,0.034172,-0.481112,0.384021,-0.675605,G
10031,0.401926,0.207565,0.597257,-1.340403,0.432034,-0.393885,0.426977,0.219598,-0.389606,0.116643,A
10032,0.206281,0.060204,-0.111544,0.016137,0.374412,-1.35682,0.562896,-1.620706,-1.62186,-1.623253,E
10033,0.001767,0.282102,-0.060326,0.159939,0.20478,-0.349691,0.459808,-0.937619,-0.239637,-0.424791,E
10034,-0.064032,0.270388,0.288681,0.537112,0.257794,-0.244261,0.351029,0.46973,-0.135085,0.014722,F
10035,-0.091521,-0.278404,0.107563,-1.33677,0.315268,-0.39284,0.389009,0.771202,0.487711,-0.457509,A
