PA,F1,F2,F3,F4,F5,F6,F7,F8,F9,F0,LABEL
10001,0.216535,0.190379,0.236323,0.590452,0.159644,0.100963,0.330006,0.888619,0.090513,0.220358,A
10002,0.018851,0.30983,-2.993041,-0.036335,0.230569,0.387588,0.224127,0.673028,0.265738,0.388963,A
10003,-0.104012,-0.238952,0.160487,-0.683327,0.25246,0.8693,0.098157,-1.181836,-0.058878,0.44992,A
10005,0.20241,0.291593,0.095368,0.014456,0.261718,-0.300726,0.43319,-0.008526,-0.196693,-0.292095,F
10006,0.117429,0.161986,-2.978894,-1.62565,0.330215,-0.343475,0.167132,-0.68269,-0.114082,0.039331,A
10007,0.457935,-0.118298,-3.109086,-2.780939,0.252011,-0.539767,-0.011053,-0.586021,-0.013724,-0.639285,A
10008,0.058682,-0.135896,0.222336,-0.016215,0.264488,-0.739108,0.185396,0.887279,0.128581,-0.79053,F
10009,0.124179,-0.26044,0.323779,-0.60598,0.25407,-0.678571,0.358839,0.980825,0.394687,-0.400377,H
10010,-0.309156,0.074673,0.340624,0.648095,0.279556,-1.245986,0.306367,1.555907,0.594278,-0.965751,E
10013,0.167499,-0.512373,0.233589,-0.670952,0.222735,-0.286692,0.726219,-1.632844,-1.373901,-0.151265,F
10014,0.031355,0.271996,0.052654,-0.007861,0.261718,0.21934,0.362933,0.026642,0.0277,0.160084,A
10015,0.378566,-0.282451,0.058397,0.077213,0.976743,-1.313107,-0.883313,-0.087501,1.16833,-0.10914,I
10017,0.007968,-0.290778,0.12701,-0.546402,0.261718,-0.165085,-0.033717,-0.656357,-0.002361,-0.09661,A
10018,-0.231186,-0.061235,0.401876,0.921632,0.757871,-0.064813,-1.122665,-0.239212,1.027771,1.358191,Y
10019,-0.027234,0.513926,0.299911,0.186107,0.261718,-0.230203,0.264823,0.26394,0.144648,-0.188666,F
10020,0.10234,-0.010179,0.064549,0.499118,-0.031676,0.743401,0.394222,-0.154489,0.339462,0.676293,A
10021,0.072331,-0.189815,0.195928,-0.230605,0.192786,1.03905,0.171662,-0.743468,-0.455794,1.109567,A
10022,0.2398,0.12361,0.281739,-0.66577,0.254931,-1.051403,0.049046,0.04566,-0.014796,-0.731779,F
10023,0.073908,0.219725,0.0247,0.400664,0.270191,0.082125,0.254244,-0.924071,-1.126642,0.408893,A
10024,0.092962,-0.362202,0.34574,-0.093627,0.211481,-0.824025,0.381233,0.483573,0.191758,-0.851936,D
10025,0.284514,-0.353241,0.259085,0.261829,0.264025,-0.152636,0.187195,0.607753,0.109518,-0.286073,F
10026,-0.189249,-0.003711,0.397076,1.589906,0.268373,0.850518,0.127236,0.404741,0.062288,0.797238,A
10027,-0.00886,-0.320805,0.09293,-0.626694,0.25531,0.988734,0.298981,-0.98738,-0.197314,1.057446,H
10028,-0.17064,0.039078,-1.376863,0.40571,0.319343,-0.624048,0.289876,1.280922,1.062413,-0.100087,X
