head,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"MUSHROOM:0",-0.2549733301510306,-0.07577951618500756,0.17982963481813852,-0.12581964120176475,0.42333417046487576,-0.12356644395643322,0.3378569925512808,0.07866001879864695,-0.22796866149124181,-0.5319741298734557,-0.34620084271371965,-0.13325394368259671,-0.14152787319829355,-0.10793641555307595,-0.22352440834640183,-0.10183408406202271,-0.04086540421737481
"MUSHROOM:2",-0.2545387965256255,-0.07561721235639533,0.18036802987170342,-0.130205867316937,0.42407577879377806,-0.11887691574768616,0.3377520314340858,0.08414564391985153,-0.22995832936215238,-0.5310889102141703,-0.3450807872503309,-0.13267330199053448,-0.14164816752782852,-0.10617739021260214,-0.22313118848976948,-0.10269242693704797,-0.03983228364144921
"MUSHROOM:3",-0.2503785960835192,-0.07825364379794826,0.16946813353440773,-0.1230885541488889,0.41771281610953087,-0.12909137260960526,0.33213866264352493,0.07890948951169825,-0.22687072193613764,-0.5392016753986614,-0.3555987888370764,-0.1357359869800812,-0.13229462564901537,-0.10361481450823803,-0.22705166897434256,-0.10518856979677883,-0.041070501067813216
"MUSHROOM:5",-0.2548963978655877,-0.07800140390561669,0.16467307261591266,-0.11948206140456492,0.41669432965108366,-0.1397614026202093,0.33110224680826067,0.07426340221365087,-0.2217747164919199,-0.5380620968701162,-0.35683309575666144,-0.13702795239457732,-0.13008144119317674,-0.10568301064545549,-0.2320121203287798,-0.10371919812573123,-0.04195854712378259
"MUSHROOM:7",-0.25598993287200805,-0.06961661956519964,0.16479454535353216,-0.11676322818877959,0.42199203810809505,-0.14070923308424677,0.33527911356259005,0.08986635180758755,-0.21415276835872005,-0.535085873107408,-0.35239402172579537,-0.1251968945979346,-0.12718308292555716,-0.11197445731309759,-0.2408410322138463,-0.09950085200879985,-0.04259843250246515
"MUSHROOM:8",-0.25553820561333773,-0.06990016219393116,0.1794018956353561,-0.126837951785345,0.42676876063004865,-0.12083556259733351,0.3403075320424262,0.09225628449805569,-0.22354457689876978,-0.5288006583583971,-0.3433960715220366,-0.12542319172831748,-0.1396932944049418,-0.11162556674243866,-0.23121882987022108,-0.10031133498374771,-0.041652035102014755
"MUSHROOM:9",-0.2542126397064498,-0.06688455900899298,0.1700377320530606,-0.11722067577139166,0.42076520288295166,-0.13209632664124638,0.33786700646833184,0.09521046519384031,-0.21661110402063402,-0.5335842617224563,-0.3519678083710664,-0.12370758636321298,-0.13021806845498082,-0.11189674981552712,-0.24123941696637044,-0.10087137329412867,-0.043247799965280526
"MUSHROOM:10",-0.25834797261837084,-0.07015029573237108,0.17819052167518248,-0.12363491870713669,0.4251609836125586,-0.1279270500325648,0.339558188040068,0.08595127615661202,-0.2201492830003353,-0.5286734395357237,-0.3446427558851887,-0.12623826917147013,-0.13941988722875595,-0.11363505848186604,-0.23349222225483876,-0.10037779812998243,-0.04315130257575013
"MUSHROOM:12",-0.2576869831021291,-0.07420524873182957,0.17535634961896152,-0.12397706034468917,0.42270238706489766,-0.13527771323917392,0.3382675413504628,0.07690801989736075,-0.22140138754501365,-0.5338265972016838,-0.3488973443606799,-0.13960803051712417,-0.1334277054229294,-0.10298914727558083,-0.2224587651958592,-0.10086543600345961,-0.03705500471413545
"MUSHROOM:14",-0.25539221820720337,-0.0739930206453763,0.17889794345433188,-0.12748176831901947,0.42475247531324245,-0.12823233379046928,0.33867104861219127,0.08062870176234499,-0.2236031636099236,-0.5335887779375579,-0.3466794939065971,-0.14068793179142908,-0.13408459998929234,-0.10014295084419267,-0.22053841626280513,-0.1008614525988726,-0.03839099280463811
"MUSHROOM:15",-0.2552937214498707,-0.07669334310663316,0.15937799443477008,-0.12298260704778066,0.41895752072015907,-0.1457529997402198,0.33025166522241356,0.08145966802494971,-0.21935960161692136,-0.5407765291867628,-0.3571852083849,-0.14326945861759974,-0.12059131802267833,-0.09619401931128778,-0.22755923690584318,-0.10117404602997862,-0.038285111200108767
"MUSHROOM:17",-0.260968620215738,-0.0773723922032704,0.15619423060134188,-0.11972960110037806,0.41669439510466866,-0.15033394336060682,0.33047764856902023,0.07806303320508501,-0.2162182400083843,-0.5396083622046906,-0.35674902493996863,-0.13989115153928922,-0.1232454808262875,-0.10022622065197183,-0.2313742590498951,-0.10267697341805772,-0.03943329709945845
"MUSHROOM:18",-0.2595181540126309,-0.06605920762370555,0.17615469100062078,-0.1202476447640201,0.4263348881443482,-0.13859209826112878,0.3417742950822956,0.08911449353186605,-0.21326968982235786,-0.5299288826643912,-0.3456416296246416,-0.13024130534616232,-0.13076612174352692,-0.10864621774791128,-0.2333427045008668,-0.09726146233543817,-0.03904312044890707
"MUSHROOM:19",-0.26145603234236203,-0.06888503378230328,0.15602800880369397,-0.1194915085500034,0.4192209079534662,-0.15254647224728077,0.3333487684545747,0.0914502436746654,-0.20909401757729332,-0.5365081951204178,-0.35612209220980234,-0.13105631555784006,-0.11891080752619057,-0.10598787419191,-0.23925283677120865,-0.10065982392691604,-0.038261038449826756
"MUSHROOM:21",-0.2601091259243394,-0.06796319553676886,0.15851682382971957,-0.11928464008407032,0.4220656172679646,-0.14974373759035967,0.3353476921784695,0.09478165969356758,-0.20779499485493066,-0.5360836674010518,-0.35334680881911584,-0.1312061791426397,-0.11808788331642939,-0.10337634928353229,-0.24005286094117378,-0.09999143930067343,-0.0384064985341478
"MUSHROOM:22",-0.26217607731246045,-0.06711437754637053,0.17480024210241457,-0.11926849707285499,0.42345471084114367,-0.13982109455493671,0.3411669410938841,0.0860713427550361,-0.21237623790623006,-0.5302142858157222,-0.3467567647884735,-0.13061066429301454,-0.13190736632866515,-0.10915928816777454,-0.2344837565250222,-0.09941520659561927,-0.04000879525700594
"MUSHROOM:23",-0.2645000566334452,-0.07000831975352187,0.15525958558436484,-0.11648231771492647,0.41719760853497145,-0.15337646461169177,0.33389574902223873,0.08917999619114178,-0.20937585271616405,-0.5364974507211032,-0.3554367191674475,-0.13154246406505474,-0.12128576652871005,-0.10570672841843527,-0.23988984405134814,-0.10083575448097305,-0.039264217532851815
"MUSHROOM:24",-0.25481881080844493,-0.07614363780001694,0.1784131447267504,-0.12402190716506337,0.4236607093804174,-0.12374940764942308,0.337179519257032,0.0819314876262715,-0.23035172604824644,-0.5332734543540487,-0.3451806272136924,-0.13259152005347302,-0.14127025669953341,-0.1065831617543321,-0.22326087785672813,-0.09888216703659587,-0.04169768857738094
"MUSHROOM:25",-0.25137272386557974,-0.07824453460336125,0.16510952229711506,-0.11804834075613953,0.41862040638973036,-0.13618391513155734,0.33015945169080696,0.08013479450951916,-0.22793763101387468,-0.5410033728303606,-0.3549935134374525,-0.13622937118866568,-0.13006391572547205,-0.10327800608520578,-0.22789570641859314,-0.09820767503862032,-0.04351793671412903
"MUSHROOM:26",-0.2544632076079681,-0.07591597799808615,0.18029187550299058,-0.12848248357866068,0.4233763962617624,-0.11668738797314893,0.3378644724490489,0.0869149605203948,-0.23355052509805038,-0.5321164347981255,-0.3441614281688126,-0.1315524490085141,-0.143318822770259,-0.10559752766865087,-0.22141421287277063,-0.10065011449046833,-0.04011850341461046
"MUSHROOM:27",-0.2522735327156771,-0.07827505598340433,0.16944110588319014,-0.12107361405692411,0.41743486413688047,-0.1281251208544526,0.33198047708021433,0.08207824146266257,-0.23137934225206427,-0.5389062968705733,-0.35330188510483035,-0.1357853564799431,-0.13510797029062502,-0.10268428664677294,-0.22621348448935524,-0.10093842690389775,-0.043250084527629185
"MUSHROOM:28",-0.2577114360967955,-0.07673794732604354,0.1774955874784987,-0.12208104646443943,0.42163984749264855,-0.126165833342437,0.3369537826488446,0.07893087485565957,-0.22970432101701274,-0.5320041410963382,-0.34551338899308537,-0.1323300856628772,-0.14325598243625348,-0.10839567908742542,-0.22614591471515,-0.09948421978606838,-0.042749330538579065
"MUSHROOM:29",-0.2553129761000019,-0.07901307622681139,0.16535990746004606,-0.11568446397466522,0.414838808162364,-0.13893199052202168,0.3307586315031729,0.07563320899103189,-0.22665598879375454,-0.5395191352393429,-0.3557754137584561,-0.13636632123385034,-0.13284014737008062,-0.10404432217154985,-0.2304488691679975,-0.10114626302149035,-0.04353972616955961
"MUSHROOM:30",-0.2575048499061099,-0.07007530828780946,0.1787724787794933,-0.12139609568107942,0.425877316704004,-0.12514318182199957,0.3403879878291804,0.09145872330404543,-0.2239540134216419,-0.5298012538879666,-0.3423333587723517,-0.1252481848267252,-0.14013807444810605,-0.11126432556225212,-0.23208375870073228,-0.09683472454342879,-0.042904976386269424
"MUSHROOM:31",-0.25501541387802185,-0.06949239779768437,0.16578574662095946,-0.11304183619221138,0.42154274689092225,-0.1394583083188513,0.33515317252605814,0.0915322968018489,-0.2181754472141791,-0.5359115373806829,-0.35154870272895716,-0.12492560913981991,-0.12884585372600119,-0.11202768398463986,-0.2404809561134237,-0.09528759098021078,-0.044328163388369035
"MUSHROOM:32",-0.25517941491742674,-0.06955255984281936,0.18077047427072185,-0.12581474537886148,0.42678134291271586,-0.11869020474226101,0.34041367052389226,0.09469618676807644,-0.22637283550725887,-0.5288382172161602,-0.3421314607559222,-0.12507288327770927,-0.14106241477857565,-0.11119737977180692,-0.2306187523774892,-0.09789392679402428,-0.04262280696847051
"MUSHROOM:33",-0.25353949293734396,-0.06810414899806329,0.16939091985438093,-0.11483057418529836,0.42149710609433455,-0.13077869211071402,0.3364727130564975,0.09846701368298394,-0.2192818679303352,-0.5358060888755857,-0.34974599790719024,-0.12242803227118701,-0.13023097823177068,-0.11016891810788129,-0.24154810451263767,-0.09739525530167535,-0.04599435147821201
"MUSHROOM:34",-0.25800498122934223,-0.07027727975958319,0.1799891885744911,-0.11961291360233867,0.42427389216022754,-0.1261313322585617,0.34067821678998866,0.08712880837152208,-0.22258530919804534,-0.5292224689387284,-0.34333110200209493,-0.12464681472256092,-0.14169127525505648,-0.11350297745468757,-0.23367181220210217,-0.09862988295555654,-0.04355712099954625
"MUSHROOM:36",-0.25680017783826325,-0.07499836096813557,0.1744611985226599,-0.11947716011325671,0.42306858865059443,-0.13519663125676018,0.33711518423976233,0.07960218885552943,-0.22527887129997146,-0.5356805373019278,-0.34721754075816696,-0.13884040874379763,-0.13430900995266612,-0.1015456337929367,-0.22293406649053552,-0.09606149282436953,-0.04062481142064026
"MUSHROOM:38",-0.2578423145945319,-0.07490076350983073,0.17522974306347167,-0.1257522921979916,0.423382307757559,-0.12808183647074867,0.33793835597410676,0.08541348129809155,-0.22722570276954085,-0.5342238418378896,-0.3456825291713153,-0.13789445048483595,-0.1358588014034069,-0.10023018865831904,-0.22126034341154882,-0.09873363646424393,-0.038557556873082946
"MUSHROOM:39",-0.2566577434845024,-0.07718457362979075,0.1610407429676184,-0.11908146962557448,0.4172503409494009,-0.1453474597322446,0.3311318210077908,0.08296462610662175,-0.22299519566615758,-0.5412618206953025,-0.35550586762241765,-0.14232678347893768,-0.12350537623666431,-0.09470695377723715,-0.22681973914684964,-0.0990836472986702,-0.0384627681471435
"MUSHROOM:41",-0.26063797085916846,-0.07686089230912231,0.15564583262764822,-0.11624204955348041,0.4147134557288646,-0.15207360460050426,0.33009408940831014,0.08056295557177513,-0.21904008515349005,-0.5415466129991315,-0.35757066820136807,-0.13954882701050286,-0.12273305518960614,-0.09893581807655222,-0.23004801993463211,-0.09988443275335536,-0.039033852996711055
"MUSHROOM:42",-0.26074444280659875,-0.0663974170786311,0.17490831256719414,-0.11779189116161783,0.4254482384986403,-0.13832842035834939,0.34194638496575513,0.09188382993968829,-0.2153813492691425,-0.5315017107890576,-0.34462992304797,-0.13039188393612128,-0.1309202199506039,-0.10688004808559604,-0.23219893528755425,-0.09470517634020038,-0.03900078358334343
