Company,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,LABEL
10429,0.041343,0.150618,0.340374,5.946316,43.91251,,0.230285,7.477236,1.29089,0.78264,0.114113,0.198837,0.207545,0.229061,-50.108328,2.211669,4.579184,0.122407,0.142371,69.820046,1.273597,,0.14006,,0.902402,1.280275,,2.147021,4.36472,0.353344,0.096531,47.410874,7.248978,0.175552,0.044504,1.551822,,0.827546,0.096869,0.738125,0.644421,,196.65432,78.590052,0.937577,0.490943,141.487215,0.101332,0.127053,1.76033,0.234453,0.064118,1.193515,1.23883,17087.187135,0.159922,0.334849,0.949041,,14.118093,6.362487,58.98082,9.101742,3.246379,0
15145,0.088446,0.558356,0.149486,2.013472,-14.02987,,0.039566,1.229606,0.972534,0.513595,0.116177,0.036381,0.063226,-0.002495,1022.773721,0.46243,1.499323,0.084291,0.014028,55.686442,1.1302,0.128988,0.019523,0.09507,0.359027,0.427612,,0.653982,4.414581,0.151669,0.016246,63.987321,5.74718,0.559518,0.136713,1.791712,,0.696298,0.027755,0.167255,0.270977,0.092842,92.901934,71.332715,-0.491478,0.514904,23.886427,0.000745,-0.007367,1.221613,0.234352,0.186538,0.770806,2.226468,6102.834107,0.083333,0.118415,,,29.998672,6.379898,61.752118,4.241187,2.928884,0
13998,0.023443,0.544936,-0.093933,1.709218,-50.344607,,-0.011918,1.779815,1.600971,0.390402,0.020675,-0.208183,-0.035761,0.089058,12165.940932,0.506262,1.265968,0.084941,0.061181,,,,-0.070641,,0.174521,0.192103,,,3.599988,0.669185,0.116508,135.478807,1.938928,1.710368,0.127845,1.020502,,0.736279,-0.013791,0.716546,,,216.173586,104.306302,,0.512768,,,,0.763218,0.309012,0.159291,,,84.581122,-0.009824,0.155586,0.991343,,,5.5927,59.713833,1.319586,,0
12736,0.140929,0.445777,0.403227,3.318553,66.57701,,0.098124,1.323722,1.110135,0.555795,0.051951,0.549696,0.119756,0.167315,3043.257839,0.252246,3.269753,0.05454,0.085091,,1.385723,,0.026476,,0.49411,0.491841,,1.381719,3.902673,0.200768,0.060133,81.299563,8.283688,0.792647,0.114102,1.913442,,0.586467,0.091256,0.933145,,,106.658319,70.85236,,1.994312,,,,3.444839,0.383334,0.203499,3.930323,2.42057,3544.349202,0.050295,0.255519,0.878505,,,6.657256,35.988281,4.069783,13.350293,0
10550,0.032419,0.413445,0.211218,1.906287,16.424064,,0.004313,1.381067,2.320614,0.304386,0.07418,-0.013745,0.092332,0.003243,-198.408464,0.077389,1.143079,0.051701,0.045791,,,,0.053293,,0.02877,0.243731,,,3.522897,0.221001,0.02966,123.940066,5.643146,5.367866,,1.571212,,0.366684,,-0.163276,,,98.739191,106.286284,,1.185616,,,,1.514354,0.366297,0.253175,,,66.872024,-0.000478,0.530201,0.91382,,,3.798878,126.10188,4.109602,,0
15799,,0.684219,0.011959,2.33927,31.619678,,-0.075532,-0.121115,3.941332,0.573374,-0.228351,0.019944,0.003436,0.219098,-928.41864,-0.28583,1.335856,-0.103663,-0.040249,,,,,,-0.045008,-0.179989,,,3.51329,0.074849,-0.038064,,,,0.336455,5.015102,,0.240963,,0.66589,,,50.903581,25.041828,,0.732702,,,,1.633689,,,,,1017.197244,,,0.888995,,,14.745911,85.149086,5.168246,,1
12672,0.028497,0.199582,0.487107,5.509418,122.812904,,0.229762,2.640961,1.808451,0.594798,0.119833,1.937429,0.089966,0.168205,-486.554377,1.576653,3.840075,0.065223,0.056607,,1.061711,,0.07387,,0.409446,1.839157,,-1.100814,3.701338,0.233028,0.079214,58.333201,5.340915,0.584826,0.125369,2.137803,,0.648059,0.078625,1.601332,,,119.235706,90.378161,,5.103408,,,,6.223369,0.325625,0.228358,-1.140237,-2.050804,2579.018967,0.032645,0.208028,0.829224,,,8.130707,63.228772,6.017363,28.845902,0
12034,,0.578703,0.40313,5.101564,53.734995,,0.069112,3.903704,2.384543,0.134858,-0.159863,0.681172,0.117266,-0.014953,3925.428756,1.390399,0.474469,0.043151,0.068773,,,,,,0.56036,0.35561,,,2.815898,0.490695,0.124133,21.579884,11.343538,8.628096,-0.163028,1.606574,,0.394111,0.059714,0.203832,,,68.884142,90.753408,,-0.015279,,,,1.611804,0.653455,0.385315,,,274.63058,0.030014,,0.9275,,,10.03262,174.000994,10.37702,,0
10405,0.099417,0.364407,0.1614,1.634419,43.681428,,0.040431,0.550689,0.910481,0.535438,0.150349,0.031982,0.080143,0.056465,6532.424914,0.008886,1.351325,0.087215,0.083274,,1.456911,,0.077165,,0.565021,0.005505,,-0.488785,5.09399,0.478692,0.070909,63.171164,5.544119,1.05042,0.077915,0.999905,,0.736874,0.057136,0.49831,0.996947,,105.048496,101.163366,,1.030482,,,,1.003614,0.413339,0.467303,0.757268,3.045474,32857.996062,0.089476,,0.961369,,,5.291967,102.515842,6.968869,1.747706,0
10961,0.102312,0.399481,0.323408,4.102227,52.890445,,0.053693,5.801968,0.992603,0.654407,0.115998,1.10304,0.14142,0.102129,1903.553015,0.99906,2.482163,0.070009,0.077315,58.854004,1.092673,,0.018709,,0.567898,-0.15998,,4.039653,4.419529,0.027026,0.152883,61.399784,10.98999,2.458836,0.17318,1.144105,,0.706987,0.068091,0.588628,0.091612,,100.087844,35.703433,-0.755249,1.117986,89.82603,0.095328,0.079645,5.805403,0.093106,0.162514,4.242828,0.358013,12164.956937,0.10487,0.226672,0.857433,,-2.271269,8.701082,48.366507,12.295629,6.850928,0
10801,0.087887,0.414467,0.435852,1.126848,81.83964,,0.026862,0.942141,0.924944,0.701936,0.017248,0.179125,0.064921,0.088193,118.651962,0.632259,3.276632,0.064953,0.034018,,1.189107,0.059605,0.011147,,0.637615,0.284384,,6.113138,4.168582,0.68504,0.032994,104.061274,8.083105,-0.346767,0.115789,2.497414,,0.526239,0.003244,-0.052571,1.405446,0.027253,92.68192,94.008145,,1.607077,,0.000515,0.018035,0.852689,0.385554,0.175177,-0.134776,2.058606,2262.849818,0.062603,-0.017815,0.947717,,,7.941718,94.478254,9.208933,-6.467219,0
14072,0.017992,0.403476,0.056665,1.291444,0.597383,,0.01981,2.806183,0.922902,0.616959,0.062942,0.352708,0.098983,0.044267,3075.974619,0.471458,1.30105,0.077513,0.074174,,1.472134,,0.035082,0.34426,0.467911,0.458348,,7.57683,4.687448,0.313733,0.021694,131.855135,6.785623,0.692814,0.095719,1.6652,,0.693188,0.040943,0.770334,2.024022,,146.528208,62.440832,,0.931928,,0.036554,0.041502,1.573102,0.206237,0.20734,6.871031,5.633793,10272.36191,0.041498,,0.98983,,,6.661403,90.296758,7.816842,27.239177,0
11753,0.009013,0.35965,0.012667,2.277942,-16.374749,,0.11072,2.690993,1.196542,0.500908,0.123049,0.054051,0.062399,0.125739,-2897.761479,0.301521,2.56248,0.091452,0.030927,31.429243,1.062047,,-0.03525,0.278173,0.285096,0.236892,,-0.640994,4.758228,0.1135,-0.033253,135.451876,2.757691,1.121837,,2.208599,,0.547857,,0.225958,0.021343,,65.382955,51.392213,-0.573473,0.85002,21.653113,0.017859,0.070132,1.232053,0.283271,0.348663,0.542031,2.21395,12109.960169,0.035613,-0.031342,0.944657,,-3.672986,9.760484,54.88917,6.291028,4.617475,0
13721,0.093594,0.512579,0.268834,2.27877,-9.665353,,0.002908,1.718756,1.103518,0.389245,0.168917,0.458934,0.137504,0.046449,-2206.473614,0.070309,2.647582,0.109582,0.066591,87.25853,,,0.030348,0.003977,0.613284,0.346481,,0.074956,4.276061,0.526868,0.003788,95.529369,4.874402,1.979924,0.098411,1.332314,,0.477676,0.051194,0.279617,0.080543,,97.100838,38.306385,0.462829,1.545117,26.206536,,,1.782305,0.303361,0.165919,2.109439,0.384815,4792.466289,0.048583,0.31793,0.940492,,5.704693,6.675749,89.137679,3.249657,10.983331,0
12372,,0.499264,0.244892,1.77549,-7.102891,,0.07594,0.313518,1.007766,0.292227,0.02674,-0.073619,0.080096,0.113269,4236.914813,0.297259,2.362996,0.097906,0.087179,,,,,,0.61319,0.402156,,1.138762,4.135283,0.556222,0.081079,56.783277,5.849165,1.535406,0.095288,1.669564,,0.605987,0.019689,-0.042807,1.711007,,79.580418,85.61387,,1.897807,,0.088884,-0.039687,1.809033,0.508061,0.317151,1.041234,2.266478,1338.282642,0.032543,,0.910534,,,4.570197,116.312121,3.847041,22.353872,0
13969,0.094583,0.190329,0.440496,2.836069,19.194013,,0.285933,5.087749,1.272777,0.588617,0.159245,0.294482,0.075541,0.285062,-2117.150915,0.745715,8.095767,0.173257,0.030627,91.244986,1.264093,,0.041914,,0.629324,1.127285,,2.887114,4.412209,-0.023564,0.069981,84.010238,10.773124,0.827416,0.077034,1.553633,,0.868224,0.191904,1.533988,1.913553,,149.794579,40.397937,4.335719,1.953301,94.62085,,,2.802615,0.149136,0.17886,-0.055432,0.211847,11166.514561,0.11628,0.213746,0.919043,,14.000898,8.344544,29.733801,6.528146,3.873309,0
13974,0.109448,0.39324,0.025518,1.338007,-49.021284,,0.141366,2.358977,1.076438,0.438886,0.131952,0.164218,0.075257,0.124138,1193.50076,0.235988,1.507179,0.11742,0.059591,66.578755,1.372508,,0.072753,0.356915,0.549488,0.312961,,1.128797,4.539458,0.204779,0.042071,133.448413,6.620499,0.524775,0.064068,1.955733,,0.758178,0.079586,0.202629,0.373986,,130.822125,38.573136,1.513316,0.826969,41.502937,0.107044,0.080673,1.027495,0.397574,0.238676,1.507701,0.780913,6931.545586,0.086232,,,,11.065524,4.363017,65.816559,4.946247,7.364925,0
12522,0.030685,0.649334,0.194986,1.788522,101.117872,,0.090811,0.641901,1.058417,0.616451,0.124993,0.602434,0.051447,0.044822,5681.075468,0.315644,4.149394,-0.008475,0.101141,59.452285,1.137767,,0.098681,0.372122,0.681733,0.411231,,0.291329,5.456164,0.601766,0.015734,117.21852,4.705217,0.909504,0.025173,1.717553,,0.458314,0.034741,0.514201,,,71.688545,73.340498,-3.775942,0.65518,67.183802,,,1.74053,0.482627,0.199457,1.163466,1.502776,40624.089374,0.051081,,0.849577,,-105.398992,5.478906,102.441329,3.905097,-0.366274,0
15335,0.100328,0.519358,0.107469,1.037375,-50.044806,,0.033357,0.652015,1.02587,0.481533,-0.009799,0.051371,0.036924,0.070413,-2703.393691,0.387093,1.459325,0.070497,0.004709,61.509027,,,0.028421,,0.443466,0.120663,,0.832542,4.495906,0.400056,0.024466,76.005319,3.129989,0.266074,-0.001736,1.439114,,0.411595,0.062461,0.345747,-0.012656,,83.920129,62.236428,-0.614255,0.493749,61.366518,-0.049783,-0.034621,0.723858,0.387952,0.159916,1.207332,1.385853,1883.432715,0.010382,0.048638,,,30.10073,8.584761,99.10935,4.183433,7.14194,0
11906,-0.013124,0.560921,0.289539,1.676591,-47.920952,,0.007928,1.840878,1.110179,0.37919,0.072372,0.19516,0.025323,0.017012,587.560095,0.504909,2.32926,0.042601,0.062739,,1.108717,,0.038461,,0.593699,0.364161,,2.034556,4.25455,0.289864,0.07813,62.77241,5.630374,1.267403,0.02796,2.290061,,0.662477,-0.009563,-0.058288,0.032921,,108.571708,51.356469,,0.778539,,-0.022486,-0.028284,1.845821,0.350343,0.14831,0.786637,0.204287,1418.584832,0.026978,-0.026217,1.006258,,,5.895241,107.077598,6.237373,8.636371,0
10964,0.014601,0.587574,0.384466,0.857797,97.913189,,-0.044985,1.214654,1.501515,0.263821,0.024351,0.411526,0.107662,0.063051,6145.671169,0.112641,1.345728,0.121097,0.078181,,,,-0.019297,,0.503804,0.476227,,-4.787312,3.591272,0.242595,0.039067,152.217621,6.710742,2.889046,0.054279,2.237744,,0.316196,-0.012433,0.407857,,,176.944853,93.32171,,0.445245,,,,0.81212,0.307797,0.228587,4.314694,0.290172,443.54441,0.012878,-0.163169,1.049769,,,7.098617,60.490121,6.758628,31.58512,0
12437,0.154187,0.410904,0.461325,4.337113,21.119464,,0.241579,0.732594,2.92681,0.547672,0.033011,1.020216,0.0284,0.251338,1604.654735,0.799453,4.119653,0.066723,0.028212,,1.045133,,0.006252,,,-0.178477,,,3.751112,0.091342,0.052343,89.532615,11.014468,2.150567,0.119546,2.134311,,0.589299,0.086948,0.579889,0.441432,,97.821384,44.501283,,1.262102,,0.226167,0.094316,1.794197,0.505164,0.221263,,,1978.090284,0.050921,-0.062306,0.955557,,,6.25874,67.932806,9.683242,,0
13031,,0.519871,0.230196,2.077768,44.075303,,0.035477,2.631256,1.32116,0.515007,0.143845,-0.09044,0.086518,0.099207,2136.398872,0.435617,1.393698,0.151128,0.082558,,1.134261,,,,0.386699,0.788415,,0.221269,5.195647,0.309538,0.046946,104.031243,7.317941,1.960981,0.111166,2.101866,,0.627079,0.090907,0.090423,0.338785,,103.72933,55.596274,,2.38078,,,,1.762957,0.323072,0.385888,1.489091,1.156745,31351.355368,0.108758,,0.890425,,,3.174858,128.701748,2.950587,7.46606,0
13082,0.062858,0.243782,0.345307,2.175406,73.135112,,0.010333,2.6789,0.972225,0.580009,0.089139,0.101134,0.142012,0.047593,695.70307,0.173406,4.013011,0.095575,0.040517,30.358029,1.241858,0.058737,0.063471,0.28742,0.509968,0.582117,,1.729952,4.486092,0.123046,0.066749,43.494195,3.278864,0.509539,0.026464,1.63095,,0.741625,0.020421,0.478208,-0.210048,0.057979,78.131158,47.56069,0.410146,1.583683,43.48564,0.057342,0.044233,2.075317,0.316149,0.14789,1.679201,1.459526,10254.083967,0.065102,,,,9.918888,7.752743,40.854269,3.343372,1.470447,0
10466,,0.424705,0.162103,1.450324,-88.72277,,0.007607,0.784066,1.160243,0.397929,-0.006826,0.292694,0.138028,0.115493,2126.585438,0.075592,4.160858,0.118918,-0.011461,,1.362338,,,,0.586851,,,0.359609,5.208068,0.625211,0.093439,118.769928,1.73808,1.135248,0.142038,1.887047,,0.733218,0.148778,0.102255,0.97537,,110.644984,74.384796,,1.446447,,,,1.440331,0.249305,0.468939,1.107901,0.94848,18874.487658,0.087611,,0.985954,,,9.320476,148.359487,6.093237,3.708314,0
12329,-0.006909,0.272762,0.382383,0.678496,93.148424,,-0.004451,4.966967,1.218643,0.810813,0.156362,-0.047391,0.135187,0.084191,2909.691102,1.503856,5.934599,0.013453,0.095869,65.669899,0.95087,,0.003511,,0.301405,0.084955,,,3.641119,0.232409,0.019624,101.683324,6.785242,0.910463,0.118112,2.033795,,0.79763,0.01382,2.561515,,,108.107436,49.296682,-5.836163,3.649082,51.025582,,,5.613899,0.343386,0.16669,,,1286.53269,0.063921,0.052496,0.978406,,-149.503353,5.980044,108.190682,10.309151,,0
12562,,0.239795,0.483062,5.125906,286.236266,,0.260962,0.011868,1.553423,0.542932,0.192265,1.68494,0.30441,0.089824,5834.448872,1.801439,1.535276,0.155126,0.060606,,1.274036,,,,0.476714,1.45624,,-2.736758,3.297283,0.457866,0.058394,,,,0.079084,1.5038,,0.736619,-0.009741,0.902523,,,158.883122,41.54829,,2.534875,,,,0.398182,0.349057,,6.550957,-2.861145,371.765781,,,0.693738,,,9.961782,79.693909,4.990655,16.670748,0
10785,0.203216,0.265892,0.170863,1.673622,46.316592,,0.30866,1.799473,3.432465,0.64857,0.373535,1.54788,0.123791,0.116607,1760.552564,0.661961,1.125749,0.24891,0.004221,,1.357777,,0.104306,,0.385128,0.696766,,-0.875202,3.372938,0.106711,0.039999,56.729815,9.874626,10.107794,0.091516,2.990316,,0.399803,0.028146,0.323025,,,74.786896,57.220405,,1.018159,,,,0.645271,0.564221,0.14552,10.035535,2.307442,1097.913231,0.128239,0.254402,0.916409,,,5.045029,71.131999,8.869565,9.684111,0
11874,,0.411197,0.191381,1.535755,41.888775,,0.068447,3.160481,0.979402,0.411904,0.071734,0.352164,0.092062,0.072006,5382.302209,0.21076,2.043196,0.072344,0.078685,,1.167928,,,,0.336099,0.064828,,4.000101,4.106373,0.041323,0.028959,82.077661,4.675928,0.006351,0.004052,1.648897,,0.638902,-0.025309,0.62185,,,124.150627,46.46158,,1.747232,,,,1.210886,0.350605,0.181615,0.233078,2.511875,1273.54012,0.107017,,0.97351,,,7.805797,115.703508,5.001609,-8.722197,0
13138,0.040918,0.475857,0.182277,1.650482,-138.631283,,0.009188,1.271106,0.998928,0.403967,0.014729,0.306385,0.064095,0.007834,-2190.117108,0.212826,2.434031,0.0526,-0.102913,43.641152,1.353978,,-0.03004,,0.414617,-0.023409,,-0.220352,5.393779,0.417354,0.220973,203.967231,4.413087,1.651591,0.072645,2.008784,,0.564749,0.04609,0.302566,,,107.460606,61.536635,9.293789,1.125347,15.338208,,,0.606213,0.413322,0.576737,1.422799,0.812725,-11262.285743,0.051844,,0.98673,,181.832279,7.500869,205.046803,3.36229,13.533187,0
11042,,0.371952,0.037046,2.286829,-16.512211,,-0.044585,2.66309,4.360799,0.651323,0.342249,1.493043,0.00767,0.368638,5557.437042,1.376473,2.608121,0.428856,-0.001724,,,,,,0.504649,0.358309,,,3.647305,0.201717,0.082761,55.707222,11.362192,7.465263,0.116895,4.046272,,0.329231,,0.845169,,,57.136545,37.559082,,0.035537,,,,2.704391,0.630039,0.175039,,,802.92077,0.068777,,0.896922,,,14.742149,27.548603,5.978196,,0
14645,0.08959,0.382108,0.373641,2.798521,25.395617,,0.183077,4.092839,1.814835,0.799364,0.20313,0.290573,0.175403,0.153047,2550.288512,1.488022,2.981762,0.173041,0.144068,,,,0.031193,,0.433753,0.752756,,2.08377,3.886902,0.230542,0.154,,3.135829,3.929205,0.210373,1.611105,,0.699226,0.016116,-0.491907,,,113.385743,56.253746,,4.081179,,,,1.985903,0.259399,,2.010178,-0.742713,4880.803797,,0.407744,0.849591,,,5.966964,49.456486,13.688258,14.926975,0
10862,,0.613658,0.474854,7.265457,143.464466,,0.024833,-1.53406,2.490502,0.760436,0.125277,1.596207,0.139602,0.12991,-1470.045704,-0.476421,8.203084,0.084542,0.09806,,,,,,0.759354,1.853232,,,2.875806,0.366026,0.029311,5.481523,2.504077,6.030747,0.255712,1.658997,,0.745384,-0.012815,1.100103,,,82.888451,82.88549,,2.675246,,,,3.174771,0.25606,0.108459,,,196.500692,-0.049372,,0.936277,,,5.645046,116.055261,5.032909,,0
11481,0.082682,0.326358,0.36663,2.526214,41.907528,,0.114253,3.099661,1.172862,0.713973,0.081102,0.135555,0.048181,-0.013797,6520.112389,0.187415,1.916003,-0.032807,0.009015,70.799836,1.153374,,0.093599,,0.296425,0.543945,,,3.563939,0.251283,0.114554,127.757141,6.614347,4.237736,-0.019649,1.615047,,0.546325,0.098604,0.274563,,,162.187682,103.975558,-1.581403,1.048496,64.065551,,,1.314408,0.436677,0.385565,,,147.055039,-0.015657,-0.069963,0.955421,,-3.232741,5.155733,126.175597,7.846848,,0
12281,,0.371607,0.179356,1.447327,141.903879,,0.02438,4.774259,1.367763,0.449593,0.154129,1.048003,0.294471,0.043921,-347.823947,0.72383,8.658305,0.110356,-0.000758,,1.043401,,,,0.3438,1.965972,,,3.379155,0.082389,0.112767,,,,0.035836,2.176796,,0.747976,0.081883,1.487926,,,122.466378,41.703791,,2.742377,,,,2.964967,0.388881,,,,368.986309,,,0.81363,,,8.148872,23.362432,9.518589,,0
12573,0.074208,0.515921,0.498676,4.085476,43.236039,,0.061335,3.4846,1.802772,0.488581,0.044422,0.876648,0.149655,0.094862,3515.300118,0.823365,5.599082,0.065837,-0.005784,75.621045,,,0.083684,,0.592989,0.000911,,-2.054385,4.141559,0.157405,0.043609,33.861683,10.399408,1.230789,0.161267,1.489869,,0.688698,0.105515,0.326523,,,153.954424,53.554475,-0.068319,0.202572,108.510967,,,1.74627,0.22215,0.269211,3.433774,7.820166,6224.150713,0.077176,0.11371,0.98061,,3.291883,6.486065,39.825977,3.601419,22.603416,0
