head,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
"MUSHROOM:0",0.13548706245891962,-0.21853654771013234,0.22267975478015842,-0.20007801533629105,-0.07308045235716296,-0.2365115585494145,0.16167407755912455,0.04103323048422122,-0.06193745080724861,0.24801164616078591,0.18186814014024597,-0.3324100002267183,0.15512691458183459,-0.06299623589627014,0.12440264753857465,0.2240553879938099,0.1279186708574419,0.3901338649530721,-0.1916284302501389,-0.25622387553325665,0.14258556329245897,0.251794271959635,-0.005904251531944487,-0.3127827736618593
"MUSHROOM:2",0.13940424702378768,-0.21720485795275463,0.2229269274157435,-0.1997633201007427,-0.0695525607667643,-0.2370642775727901,0.16343997434977214,0.04800795559010166,-0.05636616144792664,0.25451721970610125,0.18339146386669705,-0.3327278804469755,0.15254318833725578,-0.06409150047448944,0.13215575331898702,0.22057122986462765,0.1265821190799161,0.3901415826695982,-0.1917011311700539,-0.24739182712455557,0.14599004002903382,0.25476662624655916,-0.006216746978796999,-0.30902847812949
"MUSHROOM:3",0.125450388866827,-0.21685438489948172,0.22205504695820893,-0.20036601861455697,-0.08599498657641788,-0.22498026210329364,0.16661572591053259,0.03804497137521396,-0.0665613841542405,0.2407546201333114,0.18205621292056293,-0.3416933943493289,0.1406475752131095,-0.05498947393405853,0.11314051767934638,0.23538739244469492,0.12300204640547112,0.3852907376521065,-0.18823207690755484,-0.27181567121682354,0.135239911314618,0.2531025527331258,-0.012708275096663054,-0.31914028132262073
"MUSHROOM:5",0.1181181058693282,-0.2155374389499519,0.2211890533942745,-0.19723930298869755,-0.09113726180662772,-0.2199057804225692,0.17190831316536645,0.03390175723376215,-0.07387659990355175,0.2341917209964849,0.18558935338987476,-0.34378387389829934,0.1347575798616729,-0.048093599444306495,0.10101552527680661,0.24262606428105102,0.12428459325573842,0.3759117346225068,-0.18694545296721152,-0.28793937833832883,0.13409458271905436,0.24848283597541646,-0.011905909551262481,-0.32777768420722553
"MUSHROOM:7",0.12158635689363846,-0.21715814459534064,0.21893103950222803,-0.2006620245394027,-0.08901039229105064,-0.22431763635247695,0.17047712969957082,0.035409384499029646,-0.07275718191501068,0.23906068490152707,0.18260105754219333,-0.34321359169963384,0.13920272349417007,-0.05143121871535586,0.09991301575991299,0.23786360992745367,0.12411613299444213,0.3772895981413215,-0.18955397129542792,-0.2848606254939821,0.13150124469531935,0.24711944706969438,-0.011947652431598912,-0.32527992109166054
"MUSHROOM:8",0.13700977790546992,-0.21936736672058135,0.22351410300115643,-0.199658994951785,-0.07283041480605792,-0.23854224296774892,0.1620656945722351,0.04518266654398691,-0.05804297186931656,0.25120450810670614,0.17936858693637966,-0.332054357452211,0.15136998604319649,-0.06602954709421473,0.1315814508867054,0.2208823896953724,0.12804893717578478,0.3919046290032812,-0.19118344207055843,-0.24801348192978168,0.14545710834944597,0.2518403861413589,-0.004313773650060552,-0.31279656927013216
"MUSHROOM:9",0.12622312999584442,-0.21591158745841593,0.22269847173085325,-0.19551016864502183,-0.08553983645536087,-0.22503716469357313,0.17068559279420806,0.04369661139291831,-0.06780948626131748,0.24354282836465824,0.18249504322600532,-0.34460258368191066,0.1366681850394089,-0.05498419736706528,0.11212195529991414,0.23834051121251354,0.12761244949826217,0.37952532869221434,-0.18785984702104233,-0.27157216701159936,0.13478304912374225,0.24809310586760142,-0.011210280044329397,-0.32306997321650144
"MUSHROOM:10",0.1365378018922098,-0.218127773581044,0.22473591251033578,-0.19742435326618843,-0.07372663286111462,-0.23175520732487442,0.1574484962191015,0.037917641521047304,-0.06332098490677641,0.24176684545555605,0.18466050173044948,-0.33523661672321187,0.1578026576601805,-0.0597437746809527,0.11985823930696132,0.22875926442024305,0.13344190177627074,0.3905850235768331,-0.18891497851123026,-0.2599557655239564,0.14204906656836103,0.2526290771383889,-0.006798777137194767,-0.3116644115432467
"MUSHROOM:12",0.12709477678462497,-0.21011163606311764,0.22706981990971967,-0.1946769298542116,-0.07134462342257122,-0.24468380772373685,0.17049549082095428,0.03363871692444426,-0.07879144053386385,0.24762909338309214,0.18504995993813128,-0.33696064593392444,0.1488655015968663,-0.05985799952659149,0.1070386087564932,0.22670229621812096,0.1295350726541746,0.373675620346561,-0.19061069790357082,-0.27197483874453593,0.1389603484043648,0.2420176679716884,0.0015409837838204264,-0.3264504787997005
"MUSHROOM:14",0.13219339365789398,-0.2084295068534593,0.22860771466188234,-0.19309020660174522,-0.0676409150116003,-0.24499872866571357,0.1705170853037981,0.039257262262264045,-0.07455922022764958,0.25248099731991414,0.18709373520091754,-0.3393244199229115,0.14795013973311588,-0.060907656018815044,0.11256080586304025,0.2246437260056201,0.1310979235064219,0.3733646008829046,-0.1900825602932384,-0.26350013229556574,0.14134018518110816,0.24452587312832613,0.001883076415505496,-0.3228161736495783
