head,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"Company:10429",-0.019600534299848826,-0.0011047576549084563,-0.1201545638457224,0.23377373976612084,0.0887769650800787,-0.019263374496256536,-0.021014245579272152,0.02752033069193048,0.1319260458247728,-0.0743972304546507,-0.13204921277206416,0.18316893904424267,-0.25910398011138486,0.007724601547194789,-0.693730933903922,-0.44596759765208416,0.2528998152307407,-0.16342465755547728,0.0037809878291696383,-0.02768299403493442,9.288263595318203e-05,-0.03426646744250597,0.014492725020152053,-0.0165997676320863,0.025006683850079744,0.007601222911883525,-0.0035017312765493963,0.01739256277894668,-0.018278440523456112,0.06271981118050644,-0.006172023952952863,0.0373386448907294
"Company:15145",-0.02079476909816491,0.010036733003854343,-0.13686763816525332,0.20342256051952137,0.04710341691381013,-0.020726203700037388,-0.02100092757747151,0.03401974414265805,0.13260820418782834,-0.07334435660877907,-0.1316707999798937,0.192727850908544,-0.26469294538068805,0.0045047339852190265,-0.6900070980344916,-0.4554799583325153,0.2545162970600157,-0.16951900679402412,0.004039774570865663,-0.03486674260504521,0.0001735954883519448,-0.03641717388161228,0.024010434537073425,-0.014879115031508457,0.024610852386857226,0.011856990822142359,-0.006082268980189172,0.016808056307541158,-0.019785415072620875,0.06384750591354812,-0.0061867771021852595,0.03953814783868767
"Company:13998",-0.022129036023698787,0.014421001660256637,-0.139292716145605,0.2075876365228295,0.027081329459135217,-0.025354636864676122,-0.0233928657052965,0.03373081466934747,0.140569278452476,-0.0769168911665413,-0.13795715018815397,0.20469166634277466,-0.16159905398385954,0.003497136452446406,-0.761413678447632,-0.3519727588600119,0.2706854646850949,-0.18028193114789332,0.004575800375167463,-0.033996030977914274,0.0003814643977326389,-0.03886508169810252,0.024996560684992394,-0.014697205681183647,0.02475577035332718,0.01131423580759164,-0.006062450692658445,0.017983398201152318,-0.021212200062226527,0.06868318406684511,-0.006850318208977594,0.04197025762174451
"Company:12736",-0.020028525251416088,0.008460401710956788,-0.1275334029803685,0.20655288935986033,0.06087296825071421,-0.01790105390208425,-0.01982985536223793,0.033790192737807805,0.12764617557369765,-0.07089456141697312,-0.12736990689280256,0.1856029016202137,-0.25645886046751637,0.003941824025405627,-0.777832893097692,-0.3042381255754998,0.25130447864079675,-0.16466411866439828,0.003985736964582325,-0.028731107683214834,0.00019327888010907762,-0.03546802444377896,0.01772398783972545,-0.015142405149218694,0.02615892230004019,0.011532776510545552,-0.006184080843585838,0.015880171602808513,-0.018437527444701448,0.061869702613903704,-0.006261515437489333,0.03806638527548449
"Company:15851",-0.020964830677931826,0.025029504453622058,-0.15285961133259898,0.21376951213703985,0.010081081944813145,-0.013715049173859116,-0.02996879378329576,0.019726580242271096,0.13363606285303373,-0.07267054369653331,-0.12853518535640915,0.1903284836479034,-0.22084985283633396,0.0041142543917786325,-0.758381369760488,-0.3469033805279999,0.2507305537852206,-0.1675133930462698,0.011443748489789704,-0.03914618495564986,0.0016871979216940341,-0.03854320548351778,0.022549240555811572,-0.0014558446835058014,0.04699093989890922,-0.04551688849303936,-0.03204672866843289,0.0079661528898016,-0.05223573202123363,0.062358751368238007,-0.006957450749745562,0.03881934031140814
"Company:10550",-0.021776371172056302,0.015419950874952643,-0.1390358829512418,0.23264983046138754,0.02719324589101283,-0.018979898576776972,-0.021899271224337446,0.03692455049646693,0.14935303766876123,-0.07528289299033135,-0.13495078687882978,0.19996500049035354,-0.16298165806227652,0.0034778834088021937,-0.7569649854328574,-0.3473856563128682,0.2707487501807145,-0.17782393683828948,0.0042907733057441924,-0.041456513877767644,0.00022065914810077795,-0.03837567068978744,0.024464669222081906,-0.011749659686044151,0.024200529701569815,0.013214866701991707,-0.009028295675442027,0.016838411092601865,-0.022552835976788956,0.06483423874193776,-0.0066901316877888166,0.04140181740803085
"Company:15799",-0.022345268713537945,0.017925513883094577,-0.1562207676051431,0.2161903778499372,-0.006604532224838901,-0.02059708438226397,-0.026145662414453198,0.03765353294030117,0.20813796619729172,-0.07703554470128623,-0.1370231058252123,0.19280095363094246,-0.1890035191128319,-0.0001906908921074941,-0.7286388575006951,-0.37123490508614904,0.2674713439230655,-0.17860233520335822,0.006126847356981667,-0.05101531309630006,0.0016043881072255815,-0.03684925979704811,0.024796651486970165,-0.012243029142535904,0.020395372528678107,0.012483636337747427,-0.007927847712292078,0.01834153514822757,-0.022696780539614773,0.06590851519166066,-0.007340247001018913,0.041498521407665065
"Company:12672",-0.020988924648111713,0.0029980025990292585,-0.1193826251740206,0.23132554263234875,0.06827828236797262,-0.01703380099478276,-0.02279937555948419,0.028813036274006255,0.1383046457707153,-0.07469070802379787,-0.13241141548134622,0.1932916766745047,-0.1850685240212964,0.006795875733153091,-0.771496180072348,-0.3302153712471151,0.2604346840616272,-0.17181608588993658,0.004222697286703127,-0.03235832907074779,0.00013423723142885248,-0.036403292220872956,0.012341275358290655,-0.015323560326984871,0.02690399054405243,0.01255789710527425,-0.008066831791572597,0.01653518982958042,-0.02060872916579729,0.06272023171640449,-0.0062327534399505185,0.03995789439827193
"Company:12034",-0.02247828988068386,0.015381138991713731,-0.1426681061132814,0.24177218436167291,0.04077870643460728,-0.012441065153612058,-0.020627228756289362,0.03728384175275398,0.1458246853130157,-0.07797315452032001,-0.1361343806754598,0.09577013160067759,-0.27729475590091746,0.004638750955727653,-0.729298700886528,-0.36411667857717567,0.27410743239124014,-0.18284215674949142,0.004416349104682594,-0.03512071458313919,0.0001836270581695215,-0.039322642184305874,0.02159522937184169,-0.015211714221415637,0.026624859844426398,0.013030837988784062,-0.0075144275953756235,0.01782946650616263,-0.02150931302520168,0.06884493969233452,-0.006922065730540543,0.042777727371697376
"Company:10405",-0.02288851669821338,0.012580861773788104,-0.14624555760493504,0.21701566933759117,0.042574270463749536,-0.019803739317528456,-0.02045204121074376,0.03794356063039755,0.14742706175746934,-0.08871935722202955,-0.15441632726512985,0.209199488958971,-0.28493001851964384,0.005686502478308234,-0.7352479787292795,-0.36857594923175724,0.15770107068407455,-0.18581602076602896,0.0046143198920232855,-0.038149166618467824,0.0002060050860473994,-0.039918307232489895,0.025891688810425847,-0.01458224226851635,0.027903124808299182,0.014321935380940946,-0.00932533174971534,0.017893421447935987,-0.02339895567253373,0.06832647362061044,-0.007208011227500473,0.04350097345174513
