head,0,1,2,3,4,5,6,7,8
"ROWID:a4955eae-c72c-46b0-b88e-ebc63cc59468",0.5221667760773576,-0.016798484682788377,0.4392048514441741,-0.3870280872944199,-0.15099981346955307,-0.3395105014476597,-0.055886960328700934,-0.05101006963153486,0.4904837644477009
"ROWID:2b63cf29-2584-4948-9fd6-2650300f527a",0.5231283339243283,-0.012444067479998709,0.47895210367618307,-0.3474836609215223,-0.11838102355627503,-0.3490146879111793,-0.0744487327237125,-0.06215003779300358,0.4804282663301958
"ROWID:564b32f9-b7b2-488e-93aa-f05dd0a950e0",0.5330365043709837,-0.0023416351934740843,0.47713675213972684,-0.36487970613012055,-0.100069604328853,-0.33138028027972954,-0.04653661036819613,-0.06514392774022135,0.47836567421768794
"ROWID:ea41993a-3671-4896-b71d-73a9c6fb49ed",0.5245020816926702,-0.00770114634555633,0.4732311943444375,-0.36482248624942687,-0.09854318711348435,-0.3392723360245727,-0.07370917529051635,-0.05574682479167299,0.4841877943078784
"ROWID:2829b7ab-4988-426e-b04f-6062c329ac5b",0.5336044754876366,-0.02092813968318902,0.47406009606064864,-0.3622661552576345,-0.13924189458974373,-0.34103205965490346,-0.04989512550153462,-0.04329031237746247,0.46776467285465906
"ROWID:0ee12ac1-eebf-4c50-b83d-6a5f97770489",0.5343547146781671,0.01074613368298899,0.45347269184442635,-0.38208576748673323,-0.127477793578679,-0.33391372457023855,-0.048302943147833545,-0.049887599032288434,0.47974121501234335
"ROWID:ec0c425a-e35e-41ef-9f2f-35de408f83cb",0.5371411776084738,-0.010027328734525776,0.46501320630042087,-0.3916024851272334,-0.11826774991199468,-0.3329510091309129,-0.04410641377292907,-0.04189652800111088,0.4617842457893221
"ROWID:1e98bacb-97cd-4f7e-9a6d-5c7c99bc64f3",0.538758806428523,-0.0089657387568926,0.45771202748866346,-0.3641540072784881,-0.139865160278951,-0.3494796989079279,-0.07138794169053442,-0.016457920060136404,0.46955798208458
"ROWID:bba6b0d5-bd07-489f-bf78-90463116896f",0.532718703572281,-0.005440213961000589,0.45322844330749834,-0.36250643932609394,-0.13411984714209635,-0.3136889964303929,-0.07637732023028984,-0.06020118976389625,0.5034954303536728
"ROWID:017e9661-2d84-40cd-a16a-e8c9c11227d9",0.532894998179557,8.109110033126937e-05,0.4652074902090903,-0.3900407207653261,-0.11879203584322867,-0.3342704453798218,-0.03572525171616712,-0.05263826497138941,0.4664523368513472
"ROWID:53f4cb04-c736-48a4-bd92-187337492548",0.5206679439343325,-0.0008850740870241704,0.48139747013858947,-0.3523240579401611,-0.12409568691467662,-0.3488769802056743,-0.0548462071843186,-0.06809244049638029,0.47777480994741117
"ROWID:8cce8dda-b744-43b0-a118-905d90079314",0.5219929630283655,-0.014217370132672732,0.4745163750748012,-0.3630213115541023,-0.13357526275635645,-0.34859432129354523,-0.04587122908480129,-0.03256453872516455,0.47733214806894964
"ROWID:a3957c8a-c307-445f-85c9-1a1b0b3f3cf9",0.5422087972183897,-0.018034482130360525,0.4419318535798699,-0.37268843546356045,-0.12971625864511122,-0.3389070918894417,-0.0990474041171011,-0.032520253849998876,0.47846803934412646
"ROWID:fdf4e41a-1e73-40a0-8ada-df88c7461aad",0.5303555799440268,-0.028307437482980927,0.4494449008283012,-0.3808486102368251,-0.14210406747780696,-0.3408190807628658,-0.06504042056041395,-0.021893932671429438,0.479389666769342
"ROWID:75361252-744d-47e4-94fe-bfd121cb33fe",0.5411595921687278,0.0006364411055819786,0.4514351614097103,-0.3683435306303496,-0.13388061655470318,-0.32940247391476857,-0.05540665059293587,-0.019661359946675817,0.4876358825159764
"ROWID:c7d985d0-0b4c-4985-880c-6075a45132f6",0.5237932776309029,-0.009814187069202372,0.4542194854663326,-0.39272810884381854,-0.1324349611877256,-0.3361154577282764,-0.05268047617066325,-0.06529113581790248,0.47690962533048303
"ROWID:d56b7146-8fa8-4f8d-b075-c5763f67b805",0.5231664584286426,-0.02376358987239822,0.44269069355486346,-0.380942936343205,-0.15676489231997082,-0.3474070569921901,-0.0596941593870593,-0.04821329003252568,0.4832026168689315
"ROWID:699aaf60-9d5f-47d8-940c-4f78425e562d",0.5472625996357479,0.005875760506756799,0.45924750401452324,-0.3852303877463872,-0.10941533278175297,-0.33224657115889744,-0.06085231638573616,-0.03176245342044043,0.46269541162649075
"ROWID:34dc0a92-055e-43cc-81c9-629b99372eb1",0.526834918573146,0.0017019017855933398,0.4580533081753511,-0.37210435704369565,-0.12005314172997096,-0.32772294458963086,-0.05651616287884617,-0.06752286998124896,0.4945695972805708
"ROWID:ee6932a6-10a0-4062-b1a9-45da378fe9ef",0.5208031057330507,-0.023890454806050457,0.4556394905514312,-0.3779985690026674,-0.14932491476672718,-0.3408230039113545,-0.054682384761428234,-0.06040720810326162,0.4822920936016466
"ROWID:97dd8d40-7353-46e5-9d5f-69d653b36427",0.5321906450651575,-0.01305158524756659,0.45878692438400515,-0.3830551704900133,-0.1058314750150538,-0.31885823229063776,-0.06287382414045276,-0.06288512106418276,0.48847470577924024
